rorg,rdes,Origin,Dest
7238,8184,William B Hartsfield-Atlanta In,Lehigh Valley International    
602,1403,Wilkes-Barre/Scranton Intl     ,Lehigh Valley International    
1140,1154,Baltimore-Washington Internatio,Lehigh Valley International    
932,1394,Cleveland-Hopkins Intl         ,Lehigh Valley International    
3024,2902,Charlotte/Douglas International,Lehigh Valley International    
2246,2729,Cincinnati Northern Kentucky In,Lehigh Valley International    
133,186,Ronald Reagan Washington Nation,Lehigh Valley International    
5526,8064,Detroit Metropolitan-Wayne Coun,Lehigh Valley International    
1,1,Newark Intl                    ,Lehigh Valley International    
444,592,Washington Dulles International,Lehigh Valley International    
1,1,Indianapolis International     ,Lehigh Valley International    
28,36,LaGuardia                      ,Lehigh Valley International    
449,614,Orlando International          ,Lehigh Valley International    
4310,5179,Harrisburg Intl                ,Lehigh Valley International    
1,0,General Mitchell International ,Lehigh Valley International    
10196,10789,Chicago O'Hare International   ,Lehigh Valley International    
257,205,Philadelphia Intl              ,Lehigh Valley International    
9488,10591,Pittsburgh International       ,Lehigh Valley International    
40,80,Raleigh-Durham International   ,Lehigh Valley International    
0,1,Alexandria International       ,Abilene Regional               
0,0,Easterwood                     ,Abilene Regional               
5467,6570,Dallas-Fort Worth International,Abilene Regional               
544,756,George Bush Intercontinental   ,Abilene Regional               
0,1,Indianapolis International     ,Abilene Regional               
1,0,McAllen Miller International   ,Abilene Regional               
0,1,Metropolitan Oakland Internatio,Abilene Regional               
1,1,Ontario International          ,Abilene Regional               
1,0,Salt Lake City Intl            ,Abilene Regional               
5037,5762,Amarillo International         ,Albuquerque International      
7057,6751,William B Hartsfield-Atlanta In,Albuquerque International      
259,309,Austin-Bergstrom International ,Albuquerque International      
1187,798,Baltimore-Washington Internatio,Albuquerque International      
8,10,Cleveland-Hopkins Intl         ,Albuquerque International      
597,604,City of Colorado Springs Muni  ,Albuquerque International      
3461,3523,Cincinnati Northern Kentucky In,Albuquerque International      
17716,18910,Dallas Love                    ,Albuquerque International      
26290,28404,Denver Intl                    ,Albuquerque International      
35495,36482,Dallas-Fort Worth International,Albuquerque International      
9328,12689,El Paso International          ,Albuquerque International      
259,356,Newark Intl                    ,Albuquerque International      
3,3,Four Corners Regional          ,Albuquerque International      
4527,4625,William P Hobby                ,Albuquerque International      
213,243,Washington Dulles International,Albuquerque International      
12453,13277,George Bush Intercontinental   ,Albuquerque International      
0,1,John F Kennedy Intl            ,Albuquerque International      
20589,23598,McCarran International         ,Albuquerque International      
20993,21150,Los Angeles International      ,Albuquerque International      
5036,6491,Lubbock International          ,Albuquerque International      
3746,4684,Midland International          ,Albuquerque International      
4578,4692,Kansas City International      ,Albuquerque International      
1827,1681,Orlando International          ,Albuquerque International      
1827,1340,Chicago Midway                 ,Albuquerque International      
0,0,Memphis International          ,Albuquerque International      
4814,5365,Minneapolis-St Paul Intl       ,Albuquerque International      
3180,2866,Metropolitan Oakland Internatio,Albuquerque International      
90,72,Will Rogers World              ,Albuquerque International      
249,274,Ontario International          ,Albuquerque International      
9124,8948,Chicago O'Hare International   ,Albuquerque International      
749,627,Portland Intl                  ,Albuquerque International      
48523,60087,Phoenix Sky Harbor Internationa,Albuquerque International      
4163,3533,Pittsburgh International       ,Albuquerque International      
1,0,Reno/Tahoe International       ,Albuquerque International      
7909,7648,San Diego International-Lindber,Albuquerque International      
109,96,San Antonio International      ,Albuquerque International      
1701,1233,Seattle-Tacoma Intl            ,Albuquerque International      
4671,4529,San Francisco International    ,Albuquerque International      
10586,13428,Salt Lake City Intl            ,Albuquerque International      
130,126,Sacramento International       ,Albuquerque International      
1,0,John Wayne /Orange Co          ,Albuquerque International      
14000,15398,Lambert-St Louis International ,Albuquerque International      
802,790,Tampa International            ,Albuquerque International      
375,498,Tulsa International            ,Albuquerque International      
3076,3430,Tucson International           ,Albuquerque International      
2540,3059,William B Hartsfield-Atlanta In,Southwest Georgia Regional     
0,0,Middle Georgia Regional        ,Southwest Georgia Regional     
491,612,Newark Intl                    ,Nantucket Memorial             
79,100,John F Kennedy Intl            ,Nantucket Memorial             
1,9,LaGuardia                      ,Nantucket Memorial             
3513,5075,Dallas-Fort Worth International,Waco Regional                  
648,732,George Bush Intercontinental   ,Waco Regional                  
1,0,Texarkana Regional-Webb        ,Waco Regional                  
598,850,Jack McNamara                  ,Arcata                         
1,2,Rogue Valley International     ,Arcata                         
1,0,Portland Intl                  ,Arcata                         
107,105,Redding Municipal              ,Arcata                         
5760,6772,San Francisco International    ,Arcata                         
1209,1474,Sacramento International       ,Arcata                         
495,491,William B Hartsfield-Atlanta In,Atlantic City International    
39,31,Gen Edw L Logan Intl           ,Atlantic City International    
648,935,Cincinnati Northern Kentucky In,Atlantic City International    
47,62,Orlando International          ,Atlantic City International    
2427,2422,Pittsburgh International       ,Atlantic City International    
1,0,Lambert-St Louis International ,Atlantic City International    
218,198,King Salmon                    ,Adak                           
24,32,Ted Stevens Anchorage Internati,Adak                           
2976,4411,Ted Stevens Anchorage Internati,Kodiak                         
45,60,Bethel                         ,Kodiak                         
13,14,Dillingham                     ,Kodiak                         
2075,2282,William B Hartsfield-Atlanta In,Alexandria International       
0,0,Baton Rouge Metropolitan       ,Alexandria International       
0,0,Columbia Metropolitan          ,Alexandria International       
1036,1254,Dallas-Fort Worth International,Alexandria International       
130,156,Golden Triangle Regional       ,Alexandria International       
1959,2642,George Bush Intercontinental   ,Alexandria International       
1,1,Jacksonville International     ,Alexandria International       
1,3,Key                            ,Alexandria International       
0,0,Tyler Pounds                   ,Alexandria International       
0,0,McGhee-Tyson                   ,Alexandria International       
20303,24099,William B Hartsfield-Atlanta In,Bush                           
1,1,Asheville Regional             ,Bush                           
1,1,Columbia Metropolitan          ,Bush                           
1,3,Cleveland-Hopkins Intl         ,Bush                           
2740,3320,Charlotte/Douglas International,Bush                           
0,0,Cincinnati Northern Kentucky In,Bush                           
0,1,Dallas-Fort Worth International,Bush                           
276,388,Newark Intl                    ,Bush                           
1,1,Florence Regional              ,Bush                           
1,1,Tri-State/Walker-Long          ,Bush                           
122,251,George Bush Intercontinental   ,Bush                           
0,0,Long Island - MacArthur        ,Bush                           
2,1,John F Kennedy Intl            ,Bush                           
4,8,LaGuardia                      ,Bush                           
0,0,Savannah International         ,Bush                           
0,1,Tallahassee Regional           ,Bush                           
1,1,Northwest Arkansas Regional    ,Bush                           
261,234,Adak                           ,King Salmon                    
1759,2698,Ted Stevens Anchorage Internati,King Salmon                    
143,251,Dillingham                     ,King Salmon                    
1,2,Lehigh Valley International    ,Albany Cty                     
12344,13450,William B Hartsfield-Atlanta In,Albany Cty                     
1,1,Wilkes-Barre/Scranton Intl     ,Albany Cty                     
25,44,Bradley International          ,Albany Cty                     
181,164,Gen Edw L Logan Intl           ,Albany Cty                     
227,230,Burlington International       ,Albany Cty                     
2289,2745,Buffalo Niagara Intl           ,Albany Cty                     
11631,12090,Baltimore-Washington Internatio,Albany Cty                     
2351,2967,Cleveland-Hopkins Intl         ,Albany Cty                     
4109,4150,Charlotte/Douglas International,Albany Cty                     
1,1,Port Columbus Intl             ,Albany Cty                     
5545,7427,Cincinnati Northern Kentucky In,Albany Cty                     
6735,7364,Ronald Reagan Washington Nation,Albany Cty                     
1,0,Denver Intl                    ,Albany Cty                     
9036,12294,Detroit Metropolitan-Wayne Coun,Albany Cty                     
3101,3599,Newark Intl                    ,Albany Cty                     
4,5,Westchester Cty                ,Albany Cty                     
1561,1726,Washington Dulles International,Albany Cty                     
656,761,Long Island - MacArthur        ,Albany Cty                     
576,749,John F Kennedy Intl            ,Albany Cty                     
1545,1110,McCarran International         ,Albany Cty                     
567,389,LaGuardia                      ,Albany Cty                     
3152,3162,Orlando International          ,Albany Cty                     
1015,797,Chicago Midway                 ,Albany Cty                     
137,166,Manchester                     ,Albany Cty                     
1,0,General Mitchell International ,Albany Cty                     
115,134,Minneapolis-St Paul Intl       ,Albany Cty                     
23907,24420,Chicago O'Hare International   ,Albany Cty                     
1,2,Norfolk International          ,Albany Cty                     
15119,15780,Philadelphia Intl              ,Albany Cty                     
11949,13396,Pittsburgh International       ,Albany Cty                     
53,44,Theodore F Green State         ,Albany Cty                     
1422,2092,Portland International Jetport ,Albany Cty                     
2849,2758,Raleigh-Durham International   ,Albany Cty                     
378,465,Greater Rochester Int'l        ,Albany Cty                     
22,58,Stewart                        ,Albany Cty                     
252,294,Syracuse-Hancock Intl          ,Albany Cty                     
175,85,Tampa International            ,Albany Cty                     
176,229,Minneapolis-St Paul Intl       ,Waterloo Municipal             
29,145,Rochester International        ,Waterloo Municipal             
72,147,Lambert-St Louis International ,Waterloo Municipal             
6305,6690,Albuquerque International      ,Amarillo International         
18342,21473,Dallas Love                    ,Amarillo International         
323,258,Denver Intl                    ,Amarillo International         
19269,20749,Dallas-Fort Worth International,Amarillo International         
2338,3400,George Bush Intercontinental   ,Amarillo International         
1,0,Wichita Mid-Continent          ,Amarillo International         
2248,2187,McCarran International         ,Amarillo International         
916,1348,Lubbock International          ,Amarillo International         
117,113,Midland International          ,Amarillo International         
0,0,San Antonio International      ,Amarillo International         
1,0,Salt Lake City Intl            ,Amarillo International         
6,5,Tucson International           ,Amarillo International         
18,9,Adak                           ,Ted Stevens Anchorage Internati
3568,4677,Kodiak                         ,Ted Stevens Anchorage Internati
1292,1848,King Salmon                    ,Ted Stevens Anchorage Internati
60,94,Aniak                          ,Ted Stevens Anchorage Internati
586,479,William B Hartsfield-Atlanta In,Ted Stevens Anchorage Internati
6668,9343,Bethel                         ,Ted Stevens Anchorage Internati
498,782,Wiley Post Will Rogers Memorial,Ted Stevens Anchorage Internati
2023,3349,Merle K (Mudhole) Smith        ,Ted Stevens Anchorage Internati
95,71,Cincinnati Northern Kentucky In,Ted Stevens Anchorage Internati
1898,1862,Denver Intl                    ,Ted Stevens Anchorage Internati
427,393,Dallas-Fort Worth International,Ted Stevens Anchorage Internati
1657,2218,Dillingham                     ,Ted Stevens Anchorage Internati
1175,1211,Detroit Metropolitan-Wayne Coun,Ted Stevens Anchorage Internati
2407,2929,Unalaska                       ,Ted Stevens Anchorage Internati
74,83,Newark Intl                    ,Ted Stevens Anchorage Internati
18863,35921,Fairbanks International        ,Ted Stevens Anchorage Internati
125,123,Honolulu International         ,Ted Stevens Anchorage Internati
648,589,George Bush Intercontinental   ,Ted Stevens Anchorage Internati
0,0,John F Kennedy Intl            ,Ted Stevens Anchorage Internati
6655,10808,Juneau International           ,Ted Stevens Anchorage Internati
127,199,St. Mary's                     ,Ted Stevens Anchorage Internati
488,485,McCarran International         ,Ted Stevens Anchorage Internati
1885,1798,Los Angeles International      ,Ted Stevens Anchorage Internati
6834,7327,Minneapolis-St Paul Intl       ,Ted Stevens Anchorage Internati
5371,6983,Nome                           ,Ted Stevens Anchorage Internati
4488,3917,Chicago O'Hare International   ,Ted Stevens Anchorage Internati
3009,4608,Ralph Wien Memorial            ,Ted Stevens Anchorage Internati
3874,4615,Portland Intl                  ,Ted Stevens Anchorage Internati
1269,937,Phoenix Sky Harbor Internationa,Ted Stevens Anchorage Internati
1975,3721,Deadhorse                      ,Ted Stevens Anchorage Internati
62346,75985,Seattle-Tacoma Intl            ,Ted Stevens Anchorage Internati
1484,1801,San Francisco International    ,Ted Stevens Anchorage Internati
10744,9636,Salt Lake City Intl            ,Ted Stevens Anchorage Internati
296,322,Lambert-St Louis International ,Ted Stevens Anchorage Internati
1,2,Yakutat                        ,Ted Stevens Anchorage Internati
61,162,Ted Stevens Anchorage Internati,Aniak                          
56,175,Bethel                         ,Aniak                          
1011,1151,William B Hartsfield-Atlanta In,Naples Municipal               
67,118,Miami International            ,Naples Municipal               
433,701,Tampa International            ,Naples Municipal               
2473,2821,Denver Intl                    ,Aspen-Pitkin Co/Sardy          
144,125,Los Angeles International      ,Aspen-Pitkin Co/Sardy          
179,148,Chicago O'Hare International   ,Aspen-Pitkin Co/Sardy          
203,233,Phoenix Sky Harbor Internationa,Aspen-Pitkin Co/Sardy          
41,29,San Francisco International    ,Aspen-Pitkin Co/Sardy          
471,619,Salt Lake City Intl            ,Aspen-Pitkin Co/Sardy          
5927,6857,Lehigh Valley International    ,William B Hartsfield-Atlanta In
4501,5388,Albuquerque International      ,William B Hartsfield-Atlanta In
2202,3035,Southwest Georgia Regional     ,William B Hartsfield-Atlanta In
379,501,Atlantic City International    ,William B Hartsfield-Atlanta In
1703,2309,Alexandria International       ,William B Hartsfield-Atlanta In
13746,19136,Bush                           ,William B Hartsfield-Atlanta In
8798,11058,Albany Cty                     ,William B Hartsfield-Atlanta In
330,334,Ted Stevens Anchorage Internati,William B Hartsfield-Atlanta In
821,1115,Naples Municipal               ,William B Hartsfield-Atlanta In
1342,1700,Outagamie County Regional      ,William B Hartsfield-Atlanta In
14722,16447,Austin-Bergstrom International ,William B Hartsfield-Atlanta In
6448,7915,Asheville Regional             ,William B Hartsfield-Atlanta In
2931,3330,Wilkes-Barre/Scranton Intl     ,William B Hartsfield-Atlanta In
293,241,Kalamazoo County               ,William B Hartsfield-Atlanta In
19230,20860,Bradley International          ,William B Hartsfield-Atlanta In
165,234,Binghamton Regional            ,William B Hartsfield-Atlanta In
441,366,Bangor International           ,William B Hartsfield-Atlanta In
30830,37217,Birmingham International       ,William B Hartsfield-Atlanta In
2136,3068,Central Illinois Regional      ,William B Hartsfield-Atlanta In
26453,32982,Nashville International        ,William B Hartsfield-Atlanta In
163,223,Boise Air Terminal             ,William B Hartsfield-Atlanta In
44546,43773,Gen Edw L Logan Intl           ,William B Hartsfield-Atlanta In
66,66,Southeast Texas Regional       ,William B Hartsfield-Atlanta In
1763,2460,Glynco Jetport                 ,William B Hartsfield-Atlanta In
14001,15685,Baton Rouge Metropolitan       ,William B Hartsfield-Atlanta In
733,697,Burlington International       ,William B Hartsfield-Atlanta In
14399,16921,Buffalo Niagara Intl           ,William B Hartsfield-Atlanta In
195,193,Burbank-Glendale-Pasadena      ,William B Hartsfield-Atlanta In
39923,39917,Baltimore-Washington Internatio,William B Hartsfield-Atlanta In
37,61,Gallatin                       ,William B Hartsfield-Atlanta In
31018,33988,Columbia Metropolitan          ,William B Hartsfield-Atlanta In
6290,8195,Akron-Canton Regional          ,William B Hartsfield-Atlanta In
13613,17054,Lovell                         ,William B Hartsfield-Atlanta In
1469,1908,Charlottesville-Albermarle     ,William B Hartsfield-Atlanta In
27549,34672,Charleston AFB/International   ,William B Hartsfield-Atlanta In
246,444,Eastern Iowa                   ,William B Hartsfield-Atlanta In
21243,28013,Cleveland-Hopkins Intl         ,William B Hartsfield-Atlanta In
50349,54353,Charlotte/Douglas International,William B Hartsfield-Atlanta In
13493,17581,Port Columbus Intl             ,William B Hartsfield-Atlanta In
47,71,University of Illinois-Willard ,William B Hartsfield-Atlanta In
2370,2816,City of Colorado Springs Muni  ,William B Hartsfield-Atlanta In
1329,1920,Corpus Christi International   ,William B Hartsfield-Atlanta In
3124,3623,Yeager                         ,William B Hartsfield-Atlanta In
6143,8907,Columbus Metropolitan          ,William B Hartsfield-Atlanta In
35778,35298,Cincinnati Northern Kentucky In,William B Hartsfield-Atlanta In
17022,22397,Daytona Beach International    ,William B Hartsfield-Atlanta In
198,220,Dallas Love                    ,William B Hartsfield-Atlanta In
15263,21609,James M Cox Dayton Intl        ,William B Hartsfield-Atlanta In
50588,52600,Ronald Reagan Washington Nation,William B Hartsfield-Atlanta In
39236,37619,Denver Intl                    ,William B Hartsfield-Atlanta In
90309,89042,Dallas-Fort Worth International,William B Hartsfield-Atlanta In
3000,3920,Dothan                         ,William B Hartsfield-Atlanta In
1887,2263,Des Moines International       ,William B Hartsfield-Atlanta In
47209,52577,Detroit Metropolitan-Wayne Coun,William B Hartsfield-Atlanta In
629,567,Eagle County Regional          ,William B Hartsfield-Atlanta In
2021,2641,El Paso International          ,William B Hartsfield-Atlanta In
285,251,Erie Intl                      ,William B Hartsfield-Atlanta In
2222,2733,Evansville Regional            ,William B Hartsfield-Atlanta In
239,368,Craven County Regional         ,William B Hartsfield-Atlanta In
62966,67149,Newark Intl                    ,William B Hartsfield-Atlanta In
2338,2484,Key West International         ,William B Hartsfield-Atlanta In
3280,4290,Fayetteville Municipal         ,William B Hartsfield-Atlanta In
15,10,Glacier Park Intl              ,William B Hartsfield-Atlanta In
41486,46907,Fort Lauderdale-Hollywood Int'l,William B Hartsfield-Atlanta In
1413,1757,Florence Regional              ,William B Hartsfield-Atlanta In
4799,6148,Bishop                         ,William B Hartsfield-Atlanta In
271,198,Joe Foss                       ,William B Hartsfield-Atlanta In
132,207,Fort Smith Regional            ,William B Hartsfield-Atlanta In
3620,4553,Fort Wayne International       ,William B Hartsfield-Atlanta In
8353,11016,Gainesville Regional           ,William B Hartsfield-Atlanta In
5214,6789,Gulfport-Biloxi Regional       ,William B Hartsfield-Atlanta In
184,217,Austin Straubel International  ,William B Hartsfield-Atlanta In
442,502,Robert Gray AAF                ,William B Hartsfield-Atlanta In
3047,3189,Kent County International      ,William B Hartsfield-Atlanta In
29033,34749,Piedmont Triad International   ,William B Hartsfield-Atlanta In
19613,26378,Greenville-Spartanburg         ,William B Hartsfield-Atlanta In
2002,2407,Golden Triangle Regional       ,William B Hartsfield-Atlanta In
441,399,Gunnison County                ,William B Hartsfield-Atlanta In
111,106,Yampa Valley                   ,William B Hartsfield-Atlanta In
445,497,Hilton Head                    ,William B Hartsfield-Atlanta In
174,223,Hickory Municipal              ,William B Hartsfield-Atlanta In
2630,3060,Honolulu International         ,William B Hartsfield-Atlanta In
18078,22422,William P Hobby                ,William B Hartsfield-Atlanta In
3354,3714,Westchester Cty                ,William B Hartsfield-Atlanta In
15723,22391,Huntsville International       ,William B Hartsfield-Atlanta In
417,587,Tri-State/Walker-Long          ,William B Hartsfield-Atlanta In
34294,38405,Washington Dulles International,William B Hartsfield-Atlanta In
42132,45817,George Bush Intercontinental   ,William B Hartsfield-Atlanta In
6050,7357,Wichita Mid-Continent          ,William B Hartsfield-Atlanta In
268,359,New Castle County              ,William B Hartsfield-Atlanta In
3425,4081,Wilmington International       ,William B Hartsfield-Atlanta In
17592,22118,Indianapolis International     ,William B Hartsfield-Atlanta In
449,622,Kinston Regional Jetport At Sta,William B Hartsfield-Atlanta In
1745,1942,Long Island - MacArthur        ,William B Hartsfield-Atlanta In
126,124,Jackson Hole                   ,William B Hartsfield-Atlanta In
18323,21159,Jackson International          ,William B Hartsfield-Atlanta In
32746,42416,Jacksonville International     ,William B Hartsfield-Atlanta In
18081,17438,John F Kennedy Intl            ,William B Hartsfield-Atlanta In
394,427,Capital City                   ,William B Hartsfield-Atlanta In
18776,19699,McCarran International         ,William B Hartsfield-Atlanta In
41934,37360,Los Angeles International      ,William B Hartsfield-Atlanta In
14773,18523,Blue Grass                     ,William B Hartsfield-Atlanta In
1896,2292,Lafayette Regional             ,William B Hartsfield-Atlanta In
65210,64970,LaGuardia                      ,William B Hartsfield-Atlanta In
181,240,Long Beach (Daugherty )        ,William B Hartsfield-Atlanta In
12807,15207,Adams                          ,William B Hartsfield-Atlanta In
354,409,Greenbrier Valley              ,William B Hartsfield-Atlanta In
1277,1809,Lynchburg Municipal-Preston Gle,William B Hartsfield-Atlanta In
25426,29939,Kansas City International      ,William B Hartsfield-Atlanta In
1822,2674,Middle Georgia Regional        ,William B Hartsfield-Atlanta In
53110,55965,Orlando International          ,William B Hartsfield-Atlanta In
6419,6739,Harrisburg Intl                ,William B Hartsfield-Atlanta In
10979,12977,Chicago Midway                 ,William B Hartsfield-Atlanta In
1885,2304,Key                            ,William B Hartsfield-Atlanta In
39181,48614,Memphis International          ,William B Hartsfield-Atlanta In
550,755,McAllen Miller International   ,William B Hartsfield-Atlanta In
11711,17934,Montgomery Regional Apt        ,William B Hartsfield-Atlanta In
2584,3216,Manchester                     ,William B Hartsfield-Atlanta In
55544,62245,Miami International            ,William B Hartsfield-Atlanta In
12805,16138,General Mitchell International ,William B Hartsfield-Atlanta In
10145,15432,Melbourne International        ,William B Hartsfield-Atlanta In
2495,3188,Quad City                      ,William B Hartsfield-Atlanta In
4523,6115,Monroe Regional                ,William B Hartsfield-Atlanta In
22641,30022,Mobile Regional                ,William B Hartsfield-Atlanta In
525,638,Dane County Regional           ,William B Hartsfield-Atlanta In
32740,37277,Minneapolis-St Paul Intl       ,William B Hartsfield-Atlanta In
27377,35262,New Orleans International      ,William B Hartsfield-Atlanta In
52,63,Florida Keys Marathon          ,William B Hartsfield-Atlanta In
15,19,Montrose Regional              ,William B Hartsfield-Atlanta In
5006,6761,Myrtle Beach International     ,William B Hartsfield-Atlanta In
535,509,Albert J Ellis                 ,William B Hartsfield-Atlanta In
1994,2025,Metropolitan Oakland Internatio,William B Hartsfield-Atlanta In
30,16,Kahului                        ,William B Hartsfield-Atlanta In
11037,11858,Will Rogers World              ,William B Hartsfield-Atlanta In
7291,9141,Eppley Airfield                ,William B Hartsfield-Atlanta In
4910,4841,Ontario International          ,William B Hartsfield-Atlanta In
84608,83328,Chicago O'Hare International   ,William B Hartsfield-Atlanta In
19177,25300,Norfolk International          ,William B Hartsfield-Atlanta In
33021,36365,Palm Beach International       ,William B Hartsfield-Atlanta In
9877,8992,Portland Intl                  ,William B Hartsfield-Atlanta In
7883,10057,Panama City-Bay County Internat,William B Hartsfield-Atlanta In
6009,7671,Newport News/Williamsburg Inter,William B Hartsfield-Atlanta In
57795,60160,Philadelphia Intl              ,William B Hartsfield-Atlanta In
25850,28567,Phoenix Sky Harbor Internationa,William B Hartsfield-Atlanta In
1607,2279,Greater Peoria Regional        ,William B Hartsfield-Atlanta In
32489,38388,Pittsburgh International       ,William B Hartsfield-Atlanta In
23184,30569,Pensacola Regional             ,William B Hartsfield-Atlanta In
293,352,Palm Springs International     ,William B Hartsfield-Atlanta In
10568,11656,Theodore F Green State         ,William B Hartsfield-Atlanta In
3529,3654,Portland International Jetport ,William B Hartsfield-Atlanta In
34302,38881,Raleigh-Durham International   ,William B Hartsfield-Atlanta In
20855,26187,Richmond International         ,William B Hartsfield-Atlanta In
472,436,Reno/Tahoe International       ,William B Hartsfield-Atlanta In
3019,3781,Roanoke Regional/ Woodrum      ,William B Hartsfield-Atlanta In
9047,11682,Greater Rochester Int'l        ,William B Hartsfield-Atlanta In
24169,30022,Southwest Florida International,William B Hartsfield-Atlanta In
11693,12334,San Diego International-Lindber,William B Hartsfield-Atlanta In
16934,20633,San Antonio International      ,William B Hartsfield-Atlanta In
28545,35555,Savannah International         ,William B Hartsfield-Atlanta In
2002,2038,South Bend Regional            ,William B Hartsfield-Atlanta In
70,139,University Park                ,William B Hartsfield-Atlanta In
20209,24665,Louisville International-Standi,William B Hartsfield-Atlanta In
15893,16084,Seattle-Tacoma Intl            ,William B Hartsfield-Atlanta In
25505,23807,San Francisco International    ,William B Hartsfield-Atlanta In
673,880,Springfield-Branson Regional   ,William B Hartsfield-Atlanta In
6829,8285,Shreveport Regional            ,William B Hartsfield-Atlanta In
3824,3825,San Jose International         ,William B Hartsfield-Atlanta In
15100,17414,Luis Munoz Marin International ,William B Hartsfield-Atlanta In
25854,25155,Salt Lake City Intl            ,William B Hartsfield-Atlanta In
4231,4027,Sacramento International       ,William B Hartsfield-Atlanta In
6239,5862,John Wayne /Orange Co          ,William B Hartsfield-Atlanta In
176,206,Moore County                   ,William B Hartsfield-Atlanta In
17204,22488,Sarasota Bradenton Internationa,William B Hartsfield-Atlanta In
32558,37220,Lambert-St Louis International ,William B Hartsfield-Atlanta In
2600,3457,Cyril E. King                  ,William B Hartsfield-Atlanta In
357,391,Henry E. Rohlsen               ,William B Hartsfield-Atlanta In
4408,4440,Stewart                        ,William B Hartsfield-Atlanta In
7598,9268,Syracuse-Hancock Intl          ,William B Hartsfield-Atlanta In
16747,22532,Tallahassee Regional           ,William B Hartsfield-Atlanta In
4991,6574,Toledo Express                 ,William B Hartsfield-Atlanta In
38730,49067,Tampa International            ,William B Hartsfield-Atlanta In
5355,6396,Tri-Cities Regional            ,William B Hartsfield-Atlanta In
60,55,Trenton-Mercer County          ,William B Hartsfield-Atlanta In
10781,13459,Tulsa International            ,William B Hartsfield-Atlanta In
532,722,Tupelo Municipal               ,William B Hartsfield-Atlanta In
1595,2121,Tucson International           ,William B Hartsfield-Atlanta In
40,56,Cherry Capital                 ,William B Hartsfield-Atlanta In
20281,26040,McGhee-Tyson                   ,William B Hartsfield-Atlanta In
2055,2740,Valdosta Regional              ,William B Hartsfield-Atlanta In
5545,7365,Eglin Air Force Base           ,William B Hartsfield-Atlanta In
3337,4257,Northwest Arkansas Regional    ,William B Hartsfield-Atlanta In
1852,2154,William B Hartsfield-Atlanta In,Outagamie County Regional      
1609,2177,Cincinnati Northern Kentucky In,Outagamie County Regional      
6,54,Central Wisconsin              ,Outagamie County Regional      
400,601,Detroit Metropolitan-Wayne Coun,Outagamie County Regional      
135,161,Austin Straubel International  ,Outagamie County Regional      
0,0,Washington Dulles International,Outagamie County Regional      
1,1,Dane County Regional           ,Outagamie County Regional      
534,935,Minneapolis-St Paul Intl       ,Outagamie County Regional      
2104,2358,Chicago O'Hare International   ,Outagamie County Regional      
0,0,Philadelphia Intl              ,Outagamie County Regional      
139,100,Albuquerque International      ,Austin-Bergstrom International 
0,1,Alexandria International       ,Austin-Bergstrom International 
16035,16958,William B Hartsfield-Atlanta In,Austin-Bergstrom International 
3,4,Birmingham International       ,Austin-Bergstrom International 
3645,3487,Nashville International        ,Austin-Bergstrom International 
137,301,Gen Edw L Logan Intl           ,Austin-Bergstrom International 
1,1,Baton Rouge Metropolitan       ,Austin-Bergstrom International 
1729,1504,Baltimore-Washington Internatio,Austin-Bergstrom International 
1,1,Columbia Metropolitan          ,Austin-Bergstrom International 
2,4,Charleston AFB/International   ,Austin-Bergstrom International 
634,1063,Cleveland-Hopkins Intl         ,Austin-Bergstrom International 
210,120,Charlotte/Douglas International,Austin-Bergstrom International 
0,0,Port Columbus Intl             ,Austin-Bergstrom International 
2,1,City of Colorado Springs Muni  ,Austin-Bergstrom International 
52,44,Corpus Christi International   ,Austin-Bergstrom International 
3024,3491,Cincinnati Northern Kentucky In,Austin-Bergstrom International 
30242,36074,Dallas Love                    ,Austin-Bergstrom International 
9782,10469,Denver Intl                    ,Austin-Bergstrom International 
61865,60140,Dallas-Fort Worth International,Austin-Bergstrom International 
383,609,Detroit Metropolitan-Wayne Coun,Austin-Bergstrom International 
9517,12339,El Paso International          ,Austin-Bergstrom International 
2422,3003,Newark Intl                    ,Austin-Bergstrom International 
0,0,Fort Lauderdale-Hollywood Int'l,Austin-Bergstrom International 
2,0,Piedmont Triad International   ,Austin-Bergstrom International 
25249,30018,William P Hobby                ,Austin-Bergstrom International 
1888,2614,Valley International           ,Austin-Bergstrom International 
1,3,Huntsville International       ,Austin-Bergstrom International 
1262,1238,Washington Dulles International,Austin-Bergstrom International 
26394,29094,George Bush Intercontinental   ,Austin-Bergstrom International 
0,1,Jackson International          ,Austin-Bergstrom International 
83,70,Jacksonville International     ,Austin-Bergstrom International 
958,940,John F Kennedy Intl            ,Austin-Bergstrom International 
5296,5626,McCarran International         ,Austin-Bergstrom International 
4770,5472,Los Angeles International      ,Austin-Bergstrom International 
3627,5001,Lubbock International          ,Austin-Bergstrom International 
0,1,Adams                          ,Austin-Bergstrom International 
2609,3780,Midland International          ,Austin-Bergstrom International 
195,247,Kansas City International      ,Austin-Bergstrom International 
2063,1680,Orlando International          ,Austin-Bergstrom International 
724,453,Chicago Midway                 ,Austin-Bergstrom International 
5133,7142,Memphis International          ,Austin-Bergstrom International 
114,238,McAllen Miller International   ,Austin-Bergstrom International 
173,269,Miami International            ,Austin-Bergstrom International 
0,2,Monroe Regional                ,Austin-Bergstrom International 
2579,3505,Minneapolis-St Paul Intl       ,Austin-Bergstrom International 
