rorg,rdes,Origin,Dest
0,0,Durango-La Plata County        ,Albuquerque International      
11,184,El Paso International          ,Albuquerque International      
12,134,Newark Intl                    ,Albuquerque International      
1,0,Four Corners Regional          ,Albuquerque International      
58,572,William P Hobby                ,Albuquerque International      
16,91,Washington Dulles International,Albuquerque International      
367,920,George Bush Intercontinental   ,Albuquerque International      
0,0,John F Kennedy Intl            ,Albuquerque International      
67,1538,McCarran International         ,Albuquerque International      
10,1250,Los Angeles International      ,Albuquerque International      
12,232,Lubbock International          ,Albuquerque International      
5,74,Midland International          ,Albuquerque International      
22,347,Kansas City International      ,Albuquerque International      
54,245,Orlando International          ,Albuquerque International      
52,479,Chicago Midway                 ,Albuquerque International      
0,0,Memphis International          ,Albuquerque International      
54,621,Minneapolis-St Paul Intl       ,Albuquerque International      
6,393,Metropolitan Oakland Internatio,Albuquerque International      
1,29,Will Rogers World              ,Albuquerque International      
0,0,Eppley Airfield                ,Albuquerque International      
2,110,Ontario International          ,Albuquerque International      
175,459,Chicago O'Hare International   ,Albuquerque International      
4,59,Portland Intl                  ,Albuquerque International      
62,3621,Phoenix Sky Harbor Internationa,Albuquerque International      
0,0,Pittsburgh International       ,Albuquerque International      
0,0,Reno/Tahoe International       ,Albuquerque International      
21,482,San Diego International-Lindber,Albuquerque International      
3,50,San Antonio International      ,Albuquerque International      
10,290,Seattle-Tacoma Intl            ,Albuquerque International      
5,412,San Francisco International    ,Albuquerque International      
84,1286,Salt Lake City Intl            ,Albuquerque International      
1,64,Sacramento International       ,Albuquerque International      
0,0,John Wayne /Orange Co          ,Albuquerque International      
24,194,Lambert-St Louis International ,Albuquerque International      
23,170,Tampa International            ,Albuquerque International      
1,28,Tulsa International            ,Albuquerque International      
19,279,Tucson International           ,Albuquerque International      
311,830,William B Hartsfield-Atlanta In,Southwest Georgia Regional     
0,0,Middle Georgia Regional        ,Southwest Georgia Regional     
28,142,Newark Intl                    ,Nantucket Memorial             
4,35,John F Kennedy Intl            ,Nantucket Memorial             
0,0,LaGuardia                      ,Nantucket Memorial             
357,1072,Dallas-Fort Worth International,Waco Regional                  
25,233,George Bush Intercontinental   ,Waco Regional                  
0,0,Texarkana Regional-Webb        ,Waco Regional                  
27,124,Jack McNamara                  ,Arcata                         
1,0,Rogue Valley International     ,Arcata                         
0,0,Portland Intl                  ,Arcata                         
1,1,Redding Municipal              ,Arcata                         
171,2215,San Francisco International    ,Arcata                         
41,296,Sacramento International       ,Arcata                         
53,199,William B Hartsfield-Atlanta In,Atlantic City International    
0,9,Gen Edw L Logan Intl           ,Atlantic City International    
53,200,Cincinnati Northern Kentucky In,Atlantic City International    
5,26,Orlando International          ,Atlantic City International    
0,0,Pittsburgh International       ,Atlantic City International    
0,0,Lambert-St Louis International ,Atlantic City International    
13,71,King Salmon                    ,Adak                           
1,10,Ted Stevens Anchorage Internati,Adak                           
77,341,Ted Stevens Anchorage Internati,Kodiak                         
1,10,Bethel                         ,Kodiak                         
0,0,Dillingham                     ,Kodiak                         
329,735,William B Hartsfield-Atlanta In,Alexandria International       
0,0,Baton Rouge Metropolitan       ,Alexandria International       
0,0,Columbia Metropolitan          ,Alexandria International       
146,374,Dallas-Fort Worth International,Alexandria International       
0,2,Golden Triangle Regional       ,Alexandria International       
224,429,George Bush Intercontinental   ,Alexandria International       
0,0,Jacksonville International     ,Alexandria International       
0,0,Key                            ,Alexandria International       
0,0,Tyler Pounds                   ,Alexandria International       
0,0,McGhee-Tyson                   ,Alexandria International       
768,2026,William B Hartsfield-Atlanta In,Bush                           
1,0,Asheville Regional             ,Bush                           
1,0,Columbia Metropolitan          ,Bush                           
0,0,Cleveland-Hopkins Intl         ,Bush                           
0,13,Charlotte/Douglas International,Bush                           
0,0,Cincinnati Northern Kentucky In,Bush                           
0,0,Dallas-Fort Worth International,Bush                           
11,49,Newark Intl                    ,Bush                           
0,0,Florence Regional              ,Bush                           
0,0,Tri-State/Walker-Long          ,Bush                           
8,14,George Bush Intercontinental   ,Bush                           
0,0,Long Island - MacArthur        ,Bush                           
0,0,John F Kennedy Intl            ,Bush                           
2,0,LaGuardia                      ,Bush                           
0,0,Savannah International         ,Bush                           
0,0,Tallahassee Regional           ,Bush                           
1,0,Northwest Arkansas Regional    ,Bush                           
4,63,Adak                           ,King Salmon                    
16,161,Ted Stevens Anchorage Internati,King Salmon                    
0,0,Dillingham                     ,King Salmon                    
0,0,Lehigh Valley International    ,Albany Cty                     
281,1380,William B Hartsfield-Atlanta In,Albany Cty                     
0,0,Wilkes-Barre/Scranton Intl     ,Albany Cty                     
0,0,Bradley International          ,Albany Cty                     
0,0,Gen Edw L Logan Intl           ,Albany Cty                     
0,0,Burlington International       ,Albany Cty                     
0,0,Buffalo Niagara Intl           ,Albany Cty                     
146,1635,Baltimore-Washington Internatio,Albany Cty                     
65,387,Cleveland-Hopkins Intl         ,Albany Cty                     
28,481,Charlotte/Douglas International,Albany Cty                     
0,0,Port Columbus Intl             ,Albany Cty                     
92,562,Cincinnati Northern Kentucky In,Albany Cty                     
34,477,Ronald Reagan Washington Nation,Albany Cty                     
0,0,Denver Intl                    ,Albany Cty                     
61,998,Detroit Metropolitan-Wayne Coun,Albany Cty                     
143,1130,Newark Intl                    ,Albany Cty                     
0,0,Westchester Cty                ,Albany Cty                     
36,330,Washington Dulles International,Albany Cty                     
0,0,Long Island - MacArthur        ,Albany Cty                     
12,17,John F Kennedy Intl            ,Albany Cty                     
26,354,McCarran International         ,Albany Cty                     
0,0,LaGuardia                      ,Albany Cty                     
65,386,Orlando International          ,Albany Cty                     
51,359,Chicago Midway                 ,Albany Cty                     
0,0,Manchester                     ,Albany Cty                     
0,0,General Mitchell International ,Albany Cty                     
6,25,Minneapolis-St Paul Intl       ,Albany Cty                     
303,1878,Chicago O'Hare International   ,Albany Cty                     
0,0,Norfolk International          ,Albany Cty                     
36,879,Philadelphia Intl              ,Albany Cty                     
21,103,Pittsburgh International       ,Albany Cty                     
0,0,Theodore F Green State         ,Albany Cty                     
0,0,Portland International Jetport ,Albany Cty                     
0,0,Raleigh-Durham International   ,Albany Cty                     
0,0,Greater Rochester Int'l        ,Albany Cty                     
0,0,Stewart                        ,Albany Cty                     
0,0,Syracuse-Hancock Intl          ,Albany Cty                     
4,50,Tampa International            ,Albany Cty                     
3,22,Minneapolis-St Paul Intl       ,Waterloo Municipal             
0,0,Rochester International        ,Waterloo Municipal             
0,0,Lambert-St Louis International ,Waterloo Municipal             
19,274,Albuquerque International      ,Amarillo International         
150,1264,Dallas Love                    ,Amarillo International         
1,20,Denver Intl                    ,Amarillo International         
645,2123,Dallas-Fort Worth International,Amarillo International         
247,586,George Bush Intercontinental   ,Amarillo International         
0,0,Wichita Mid-Continent          ,Amarillo International         
18,309,McCarran International         ,Amarillo International         
0,0,Lubbock International          ,Amarillo International         
0,0,Midland International          ,Amarillo International         
0,0,San Antonio International      ,Amarillo International         
0,0,Salt Lake City Intl            ,Amarillo International         
0,0,Tucson International           ,Amarillo International         
0,0,Adak                           ,Ted Stevens Anchorage Internati
16,335,Kodiak                         ,Ted Stevens Anchorage Internati
0,75,King Salmon                    ,Ted Stevens Anchorage Internati
0,0,Aniak                          ,Ted Stevens Anchorage Internati
8,126,William B Hartsfield-Atlanta In,Ted Stevens Anchorage Internati
52,657,Bethel                         ,Ted Stevens Anchorage Internati
11,13,Wiley Post Will Rogers Memorial,Ted Stevens Anchorage Internati
4,103,Merle K (Mudhole) Smith        ,Ted Stevens Anchorage Internati
2,19,Cincinnati Northern Kentucky In,Ted Stevens Anchorage Internati
61,532,Denver Intl                    ,Ted Stevens Anchorage Internati
69,130,Dallas-Fort Worth International,Ted Stevens Anchorage Internati
2,95,Dillingham                     ,Ted Stevens Anchorage Internati
14,149,Detroit Metropolitan-Wayne Coun,Ted Stevens Anchorage Internati
18,49,Unalaska                       ,Ted Stevens Anchorage Internati
1,10,Newark Intl                    ,Ted Stevens Anchorage Internati
24,1186,Fairbanks International        ,Ted Stevens Anchorage Internati
2,44,Honolulu International         ,Ted Stevens Anchorage Internati
30,124,George Bush Intercontinental   ,Ted Stevens Anchorage Internati
0,0,John F Kennedy Intl            ,Ted Stevens Anchorage Internati
35,606,Juneau International           ,Ted Stevens Anchorage Internati
0,0,St. Mary's                     ,Ted Stevens Anchorage Internati
4,177,McCarran International         ,Ted Stevens Anchorage Internati
0,202,Los Angeles International      ,Ted Stevens Anchorage Internati
52,1227,Minneapolis-St Paul Intl       ,Ted Stevens Anchorage Internati
46,507,Nome                           ,Ted Stevens Anchorage Internati
70,533,Chicago O'Hare International   ,Ted Stevens Anchorage Internati
28,152,Ralph Wien Memorial            ,Ted Stevens Anchorage Internati
3,404,Portland Intl                  ,Ted Stevens Anchorage Internati
12,330,Phoenix Sky Harbor Internationa,Ted Stevens Anchorage Internati
8,72,Deadhorse                      ,Ted Stevens Anchorage Internati
105,6151,Seattle-Tacoma Intl            ,Ted Stevens Anchorage Internati
0,67,San Francisco International    ,Ted Stevens Anchorage Internati
33,336,Salt Lake City Intl            ,Ted Stevens Anchorage Internati
2,13,Lambert-St Louis International ,Ted Stevens Anchorage Internati
0,0,Yakutat                        ,Ted Stevens Anchorage Internati
0,0,Ted Stevens Anchorage Internati,Aniak                          
0,0,Bethel                         ,Aniak                          
158,360,William B Hartsfield-Atlanta In,Naples Municipal               
0,0,Miami International            ,Naples Municipal               
0,0,Tampa International            ,Naples Municipal               
1,0,William B Hartsfield-Atlanta In,Aspen-Pitkin Co/Sardy          
189,717,Denver Intl                    ,Aspen-Pitkin Co/Sardy          
0,0,Walker                         ,Aspen-Pitkin Co/Sardy          
6,65,Los Angeles International      ,Aspen-Pitkin Co/Sardy          
15,76,Chicago O'Hare International   ,Aspen-Pitkin Co/Sardy          
7,110,Phoenix Sky Harbor Internationa,Aspen-Pitkin Co/Sardy          
0,19,San Francisco International    ,Aspen-Pitkin Co/Sardy          
26,277,Salt Lake City Intl            ,Aspen-Pitkin Co/Sardy          
0,0,Tulsa International            ,Aspen-Pitkin Co/Sardy          
242,510,Lehigh Valley International    ,William B Hartsfield-Atlanta In
20,280,Albuquerque International      ,William B Hartsfield-Atlanta In
162,489,Southwest Georgia Regional     ,William B Hartsfield-Atlanta In
31,147,Atlantic City International    ,William B Hartsfield-Atlanta In
204,504,Alexandria International       ,William B Hartsfield-Atlanta In
355,1036,Bush                           ,William B Hartsfield-Atlanta In
158,615,Albany Cty                     ,William B Hartsfield-Atlanta In
0,62,Ted Stevens Anchorage Internati,William B Hartsfield-Atlanta In
79,220,Naples Municipal               ,William B Hartsfield-Atlanta In
0,0,Aspen-Pitkin Co/Sardy          ,William B Hartsfield-Atlanta In
197,452,Outagamie County Regional      ,William B Hartsfield-Atlanta In
222,736,Austin-Bergstrom International ,William B Hartsfield-Atlanta In
369,894,Asheville Regional             ,William B Hartsfield-Atlanta In
306,464,Wilkes-Barre/Scranton Intl     ,William B Hartsfield-Atlanta In
26,60,Kalamazoo County               ,William B Hartsfield-Atlanta In
121,694,Bradley International          ,William B Hartsfield-Atlanta In
9,79,Binghamton Regional            ,William B Hartsfield-Atlanta In
26,156,Bangor International           ,William B Hartsfield-Atlanta In
174,798,Birmingham International       ,William B Hartsfield-Atlanta In
85,408,Central Illinois Regional      ,William B Hartsfield-Atlanta In
126,740,Nashville International        ,William B Hartsfield-Atlanta In
3,54,Boise Air Terminal             ,William B Hartsfield-Atlanta In
294,1534,Gen Edw L Logan Intl           ,William B Hartsfield-Atlanta In
6,9,Southeast Texas Regional       ,William B Hartsfield-Atlanta In
213,433,Glynco Jetport                 ,William B Hartsfield-Atlanta In
269,1402,Baton Rouge Metropolitan       ,William B Hartsfield-Atlanta In
82,273,Burlington International       ,William B Hartsfield-Atlanta In
404,1160,Buffalo Niagara Intl           ,William B Hartsfield-Atlanta In
4,47,Burbank-Glendale-Pasadena      ,William B Hartsfield-Atlanta In
176,1988,Baltimore-Washington Internatio,William B Hartsfield-Atlanta In
0,17,Gallatin                       ,William B Hartsfield-Atlanta In
282,1088,Columbia Metropolitan          ,William B Hartsfield-Atlanta In
463,1213,Akron-Canton Regional          ,William B Hartsfield-Atlanta In
284,816,Lovell                         ,William B Hartsfield-Atlanta In
139,308,Charlottesville-Albermarle     ,William B Hartsfield-Atlanta In
101,901,Charleston AFB/International   ,William B Hartsfield-Atlanta In
32,150,Eastern Iowa                   ,William B Hartsfield-Atlanta In
301,1239,Cleveland-Hopkins Intl         ,William B Hartsfield-Atlanta In
178,1537,Charlotte/Douglas International,William B Hartsfield-Atlanta In
38,281,Port Columbus Intl             ,William B Hartsfield-Atlanta In
7,18,University of Illinois-Willard ,William B Hartsfield-Atlanta In
51,237,City of Colorado Springs Muni  ,William B Hartsfield-Atlanta In
91,303,Corpus Christi International   ,William B Hartsfield-Atlanta In
348,818,Yeager                         ,William B Hartsfield-Atlanta In
195,623,Columbus Metropolitan          ,William B Hartsfield-Atlanta In
216,1226,Cincinnati Northern Kentucky In,William B Hartsfield-Atlanta In
155,897,Daytona Beach International    ,William B Hartsfield-Atlanta In
0,0,Dallas Love                    ,William B Hartsfield-Atlanta In
154,1024,James M Cox Dayton Intl        ,William B Hartsfield-Atlanta In
162,1678,Ronald Reagan Washington Nation,William B Hartsfield-Atlanta In
271,2294,Denver Intl                    ,William B Hartsfield-Atlanta In
1112,3233,Dallas-Fort Worth International,William B Hartsfield-Atlanta In
257,774,Dothan                         ,William B Hartsfield-Atlanta In
210,611,Des Moines International       ,William B Hartsfield-Atlanta In
1187,3396,Detroit Metropolitan-Wayne Coun,William B Hartsfield-Atlanta In
4,39,Eagle County Regional          ,William B Hartsfield-Atlanta In
6,187,El Paso International          ,William B Hartsfield-Atlanta In
39,55,Erie Intl                      ,William B Hartsfield-Atlanta In
213,513,Evansville Regional            ,William B Hartsfield-Atlanta In
31,145,Craven County Regional         ,William B Hartsfield-Atlanta In
480,2573,Newark Intl                    ,William B Hartsfield-Atlanta In
176,730,Key West International         ,William B Hartsfield-Atlanta In
262,731,Fayetteville Municipal         ,William B Hartsfield-Atlanta In
0,3,Glacier Park Intl              ,William B Hartsfield-Atlanta In
131,1557,Fort Lauderdale-Hollywood Int'l,William B Hartsfield-Atlanta In
82,287,Florence Regional              ,William B Hartsfield-Atlanta In
300,1058,Bishop                         ,William B Hartsfield-Atlanta In
29,94,Joe Foss                       ,William B Hartsfield-Atlanta In
31,79,Fort Smith Regional            ,William B Hartsfield-Atlanta In
181,415,Fort Wayne International       ,William B Hartsfield-Atlanta In
325,982,Gainesville Regional           ,William B Hartsfield-Atlanta In
263,992,Gulfport-Biloxi Regional       ,William B Hartsfield-Atlanta In
30,67,Austin Straubel International  ,William B Hartsfield-Atlanta In
41,150,Robert Gray AAF                ,William B Hartsfield-Atlanta In
294,856,Kent County International      ,William B Hartsfield-Atlanta In
215,1132,Piedmont Triad International   ,William B Hartsfield-Atlanta In
177,588,Greenville-Spartanburg         ,William B Hartsfield-Atlanta In
122,400,Golden Triangle Regional       ,William B Hartsfield-Atlanta In
0,3,Gunnison County                ,William B Hartsfield-Atlanta In
10,52,Yampa Valley                   ,William B Hartsfield-Atlanta In
60,211,Hilton Head                    ,William B Hartsfield-Atlanta In
9,35,Hickory Municipal              ,William B Hartsfield-Atlanta In
1,66,Honolulu International         ,William B Hartsfield-Atlanta In
183,924,William P Hobby                ,William B Hartsfield-Atlanta In
316,746,Westchester Cty                ,William B Hartsfield-Atlanta In
279,805,Huntsville International       ,William B Hartsfield-Atlanta In
28,51,Tri-State/Walker-Long          ,William B Hartsfield-Atlanta In
211,1782,Washington Dulles International,William B Hartsfield-Atlanta In
549,1863,George Bush Intercontinental   ,William B Hartsfield-Atlanta In
305,1004,Wichita Mid-Continent          ,William B Hartsfield-Atlanta In
19,79,New Castle County              ,William B Hartsfield-Atlanta In
272,728,Wilmington International       ,William B Hartsfield-Atlanta In
166,722,Indianapolis International     ,William B Hartsfield-Atlanta In
21,164,Kinston Regional Jetport At Sta,William B Hartsfield-Atlanta In
192,368,Long Island - MacArthur        ,William B Hartsfield-Atlanta In
7,46,Jackson Hole                   ,William B Hartsfield-Atlanta In
162,991,Jackson International          ,William B Hartsfield-Atlanta In
75,979,Jacksonville International     ,William B Hartsfield-Atlanta In
315,1562,John F Kennedy Intl            ,William B Hartsfield-Atlanta In
20,105,Capital City                   ,William B Hartsfield-Atlanta In
51,1344,McCarran International         ,William B Hartsfield-Atlanta In
5,13,Lawton-Ft Sill Regional        ,William B Hartsfield-Atlanta In
103,2785,Los Angeles International      ,William B Hartsfield-Atlanta In
282,749,Blue Grass                     ,William B Hartsfield-Atlanta In
115,497,Lafayette Regional             ,William B Hartsfield-Atlanta In
434,2970,LaGuardia                      ,William B Hartsfield-Atlanta In
1,39,Long Beach (Daugherty )        ,William B Hartsfield-Atlanta In
238,703,Adams                          ,William B Hartsfield-Atlanta In
13,87,Greenbrier Valley              ,William B Hartsfield-Atlanta In
78,262,Lynchburg Municipal-Preston Gle,William B Hartsfield-Atlanta In
92,807,Kansas City International      ,William B Hartsfield-Atlanta In
119,719,Middle Georgia Regional        ,William B Hartsfield-Atlanta In
175,1901,Orlando International          ,William B Hartsfield-Atlanta In
415,817,Harrisburg Intl                ,William B Hartsfield-Atlanta In
321,1286,Chicago Midway                 ,William B Hartsfield-Atlanta In
104,325,Key                            ,William B Hartsfield-Atlanta In
426,1800,Memphis International          ,William B Hartsfield-Atlanta In
57,182,McAllen Miller International   ,William B Hartsfield-Atlanta In
347,1132,Montgomery Regional Apt        ,William B Hartsfield-Atlanta In
181,651,Manchester                     ,William B Hartsfield-Atlanta In
521,2797,Miami International            ,William B Hartsfield-Atlanta In
296,1065,General Mitchell International ,William B Hartsfield-Atlanta In
123,508,Melbourne International        ,William B Hartsfield-Atlanta In
120,513,Quad City                      ,William B Hartsfield-Atlanta In
177,545,Monroe Regional                ,William B Hartsfield-Atlanta In
507,842,Mobile Regional                ,William B Hartsfield-Atlanta In
52,210,Dane County Regional           ,William B Hartsfield-Atlanta In
525,2500,Minneapolis-St Paul Intl       ,William B Hartsfield-Atlanta In
122,991,New Orleans International      ,William B Hartsfield-Atlanta In
5,22,Florida Keys Marathon          ,William B Hartsfield-Atlanta In
1,20,Montrose Regional              ,William B Hartsfield-Atlanta In
284,1007,Myrtle Beach International     ,William B Hartsfield-Atlanta In
51,230,Albert J Ellis                 ,William B Hartsfield-Atlanta In
8,307,Metropolitan Oakland Internatio,William B Hartsfield-Atlanta In
0,6,Kahului                        ,William B Hartsfield-Atlanta In
102,583,Will Rogers World              ,William B Hartsfield-Atlanta In
319,870,Eppley Airfield                ,William B Hartsfield-Atlanta In
15,357,Ontario International          ,William B Hartsfield-Atlanta In
808,3445,Chicago O'Hare International   ,William B Hartsfield-Atlanta In
114,818,Norfolk International          ,William B Hartsfield-Atlanta In
42,852,Palm Beach International       ,William B Hartsfield-Atlanta In
14,328,Portland Intl                  ,William B Hartsfield-Atlanta In
481,1329,Panama City-Bay County Internat,William B Hartsfield-Atlanta In
291,1042,Newport News/Williamsburg Inter,William B Hartsfield-Atlanta In
301,3100,Philadelphia Intl              ,William B Hartsfield-Atlanta In
61,1692,Phoenix Sky Harbor Internationa,William B Hartsfield-Atlanta In
174,411,Greater Peoria Regional        ,William B Hartsfield-Atlanta In
291,1131,Pittsburgh International       ,William B Hartsfield-Atlanta In
227,1192,Pensacola Regional             ,William B Hartsfield-Atlanta In
3,69,Palm Springs International     ,William B Hartsfield-Atlanta In
170,551,Theodore F Green State         ,William B Hartsfield-Atlanta In
217,588,Portland International Jetport ,William B Hartsfield-Atlanta In
196,1271,Raleigh-Durham International   ,William B Hartsfield-Atlanta In
189,1092,Richmond International         ,William B Hartsfield-Atlanta In
23,111,Reno/Tahoe International       ,William B Hartsfield-Atlanta In
296,734,Roanoke Regional/ Woodrum      ,William B Hartsfield-Atlanta In
390,1113,Greater Rochester Int'l        ,William B Hartsfield-Atlanta In
53,958,Southwest Florida International,William B Hartsfield-Atlanta In
44,437,San Diego International-Lindber,William B Hartsfield-Atlanta In
213,979,San Antonio International      ,William B Hartsfield-Atlanta In
116,924,Savannah International         ,William B Hartsfield-Atlanta In
245,425,South Bend Regional            ,William B Hartsfield-Atlanta In
25,44,University Park                ,William B Hartsfield-Atlanta In
314,903,Louisville International-Standi,William B Hartsfield-Atlanta In
54,934,Seattle-Tacoma Intl            ,William B Hartsfield-Atlanta In
85,1108,San Francisco International    ,William B Hartsfield-Atlanta In
88,239,Springfield-Branson Regional   ,William B Hartsfield-Atlanta In
315,975,Shreveport Regional            ,William B Hartsfield-Atlanta In
12,290,San Jose International         ,William B Hartsfield-Atlanta In
13,366,Luis Munoz Marin International ,William B Hartsfield-Atlanta In
137,1015,Salt Lake City Intl            ,William B Hartsfield-Atlanta In
8,478,Sacramento International       ,William B Hartsfield-Atlanta In
30,649,John Wayne /Orange Co          ,William B Hartsfield-Atlanta In
16,96,Moore County                   ,William B Hartsfield-Atlanta In
147,711,Sarasota Bradenton Internationa,William B Hartsfield-Atlanta In
189,815,Lambert-St Louis International ,William B Hartsfield-Atlanta In
21,171,Cyril E. King                  ,William B Hartsfield-Atlanta In
0,54,Henry E. Rohlsen               ,William B Hartsfield-Atlanta In
68,384,Stewart                        ,William B Hartsfield-Atlanta In
220,646,Syracuse-Hancock Intl          ,William B Hartsfield-Atlanta In
331,770,Tallahassee Regional           ,William B Hartsfield-Atlanta In
185,432,Toledo Express                 ,William B Hartsfield-Atlanta In
275,1375,Tampa International            ,William B Hartsfield-Atlanta In
226,537,Tri-Cities Regional            ,William B Hartsfield-Atlanta In
7,20,Trenton-Mercer County          ,William B Hartsfield-Atlanta In
177,730,Tulsa International            ,William B Hartsfield-Atlanta In
69,123,Tupelo Municipal               ,William B Hartsfield-Atlanta In
33,206,Tucson International           ,William B Hartsfield-Atlanta In
2,17,Cherry Capital                 ,William B Hartsfield-Atlanta In
292,687,McGhee-Tyson                   ,William B Hartsfield-Atlanta In
149,528,Valdosta Regional              ,William B Hartsfield-Atlanta In
331,1139,Eglin Air Force Base           ,William B Hartsfield-Atlanta In
234,688,Northwest Arkansas Regional    ,William B Hartsfield-Atlanta In
286,852,William B Hartsfield-Atlanta In,Outagamie County Regional      
0,0,Boise Air Terminal             ,Outagamie County Regional      
0,0,Charlotte/Douglas International,Outagamie County Regional      
143,483,Cincinnati Northern Kentucky In,Outagamie County Regional      
0,0,Central Wisconsin              ,Outagamie County Regional      
9,136,Detroit Metropolitan-Wayne Coun,Outagamie County Regional      
0,0,Austin Straubel International  ,Outagamie County Regional      
0,0,Washington Dulles International,Outagamie County Regional      
4,65,General Mitchell International ,Outagamie County Regional      
1,0,Dane County Regional           ,Outagamie County Regional      
1,63,Minneapolis-St Paul Intl       ,Outagamie County Regional      
0,0,Eppley Airfield                ,Outagamie County Regional      
40,711,Chicago O'Hare International   ,Outagamie County Regional      
0,0,Philadelphia Intl              ,Outagamie County Regional      
0,27,Albuquerque International      ,Austin-Bergstrom International 
0,0,Alexandria International       ,Austin-Bergstrom International 
350,1479,William B Hartsfield-Atlanta In,Austin-Bergstrom International 
2,1,Birmingham International       ,Austin-Bergstrom International 
20,364,Nashville International        ,Austin-Bergstrom International 
1,66,Gen Edw L Logan Intl           ,Austin-Bergstrom International 
0,1,Baton Rouge Metropolitan       ,Austin-Bergstrom International 
30,405,Baltimore-Washington Internatio,Austin-Bergstrom International 
0,1,Columbia Metropolitan          ,Austin-Bergstrom International 
0,0,Charleston AFB/International   ,Austin-Bergstrom International 
34,188,Cleveland-Hopkins Intl         ,Austin-Bergstrom International 
0,0,Charlotte/Douglas International,Austin-Bergstrom International 
0,0,Port Columbus Intl             ,Austin-Bergstrom International 
0,1,City of Colorado Springs Muni  ,Austin-Bergstrom International 
2,5,Corpus Christi International   ,Austin-Bergstrom International 
147,675,Cincinnati Northern Kentucky In,Austin-Bergstrom International 
189,2217,Dallas Love                    ,Austin-Bergstrom International 
134,1108,Denver Intl                    ,Austin-Bergstrom International 
1816,2972,Dallas-Fort Worth International,Austin-Bergstrom International 
6,139,Detroit Metropolitan-Wayne Coun,Austin-Bergstrom International 
18,361,El Paso International          ,Austin-Bergstrom International 
96,569,Newark Intl                    ,Austin-Bergstrom International 
0,0,Fort Lauderdale-Hollywood Int'l,Austin-Bergstrom International 
0,0,Piedmont Triad International   ,Austin-Bergstrom International 
174,1845,William P Hobby                ,Austin-Bergstrom International 
5,155,Valley International           ,Austin-Bergstrom International 
0,0,Huntsville International       ,Austin-Bergstrom International 
22,322,Washington Dulles International,Austin-Bergstrom International 
551,1688,George Bush Intercontinental   ,Austin-Bergstrom International 
0,0,Jackson International          ,Austin-Bergstrom International 
1,30,Jacksonville International     ,Austin-Bergstrom International 
26,484,John F Kennedy Intl            ,Austin-Bergstrom International 
42,816,McCarran International         ,Austin-Bergstrom International 
18,740,Los Angeles International      ,Austin-Bergstrom International 
19,207,Lubbock International          ,Austin-Bergstrom International 
0,0,Adams                          ,Austin-Bergstrom International 
11,114,Midland International          ,Austin-Bergstrom International 
7,138,Kansas City International      ,Austin-Bergstrom International 
32,274,Orlando International          ,Austin-Bergstrom International 
22,233,Chicago Midway                 ,Austin-Bergstrom International 
30,269,Memphis International          ,Austin-Bergstrom International 
0,0,McAllen Miller International   ,Austin-Bergstrom International 
0,0,Miami International            ,Austin-Bergstrom International 
0,0,Monroe Regional                ,Austin-Bergstrom International 
36,543,Minneapolis-St Paul Intl       ,Austin-Bergstrom International 
2,17,New Orleans International      ,Austin-Bergstrom International 
3,31,Will Rogers World              ,Austin-Bergstrom International 
2,123,Ontario International          ,Austin-Bergstrom International 
466,2004,Chicago O'Hare International   ,Austin-Bergstrom International 
