rorg,rdes,Origin,Dest
6,354,Metropolitan Oakland Internatio,Albuquerque International      
0,25,Will Rogers World              ,Albuquerque International      
1,87,Ontario International          ,Albuquerque International      
159,431,Chicago O'Hare International   ,Albuquerque International      
3,50,Portland Intl                  ,Albuquerque International      
59,3448,Phoenix Sky Harbor Internationa,Albuquerque International      
0,0,Pittsburgh International       ,Albuquerque International      
0,0,Reno/Tahoe International       ,Albuquerque International      
19,433,San Diego International-Lindber,Albuquerque International      
3,30,San Antonio International      ,Albuquerque International      
7,266,Seattle-Tacoma Intl            ,Albuquerque International      
4,380,San Francisco International    ,Albuquerque International      
74,1221,Salt Lake City Intl            ,Albuquerque International      
0,46,Sacramento International       ,Albuquerque International      
0,0,John Wayne /Orange Co          ,Albuquerque International      
21,175,Lambert-St Louis International ,Albuquerque International      
21,137,Tampa International            ,Albuquerque International      
1,24,Tulsa International            ,Albuquerque International      
19,256,Tucson International           ,Albuquerque International      
295,754,William B Hartsfield-Atlanta In,Southwest Georgia Regional     
0,0,Middle Georgia Regional        ,Southwest Georgia Regional     
28,142,Newark Intl                    ,Nantucket Memorial             
4,35,John F Kennedy Intl            ,Nantucket Memorial             
0,0,LaGuardia                      ,Nantucket Memorial             
333,948,Dallas-Fort Worth International,Waco Regional                  
25,233,George Bush Intercontinental   ,Waco Regional                  
0,0,Texarkana Regional-Webb        ,Waco Regional                  
26,111,Jack McNamara                  ,Arcata                         
1,0,Rogue Valley International     ,Arcata                         
0,0,Portland Intl                  ,Arcata                         
1,1,Redding Municipal              ,Arcata                         
165,2052,San Francisco International    ,Arcata                         
41,288,Sacramento International       ,Arcata                         
51,184,William B Hartsfield-Atlanta In,Atlantic City International    
0,9,Gen Edw L Logan Intl           ,Atlantic City International    
53,200,Cincinnati Northern Kentucky In,Atlantic City International    
5,26,Orlando International          ,Atlantic City International    
0,0,Pittsburgh International       ,Atlantic City International    
0,0,Lambert-St Louis International ,Atlantic City International    
13,71,King Salmon                    ,Adak                           
0,5,Ted Stevens Anchorage Internati,Adak                           
69,327,Ted Stevens Anchorage Internati,Kodiak                         
1,10,Bethel                         ,Kodiak                         
0,0,Dillingham                     ,Kodiak                         
312,676,William B Hartsfield-Atlanta In,Alexandria International       
0,0,Baton Rouge Metropolitan       ,Alexandria International       
0,0,Columbia Metropolitan          ,Alexandria International       
131,317,Dallas-Fort Worth International,Alexandria International       
0,2,Golden Triangle Regional       ,Alexandria International       
213,416,George Bush Intercontinental   ,Alexandria International       
0,0,Jacksonville International     ,Alexandria International       
0,0,Key                            ,Alexandria International       
0,0,Tyler Pounds                   ,Alexandria International       
0,0,McGhee-Tyson                   ,Alexandria International       
734,1877,William B Hartsfield-Atlanta In,Bush                           
1,0,Asheville Regional             ,Bush                           
1,0,Columbia Metropolitan          ,Bush                           
0,0,Cleveland-Hopkins Intl         ,Bush                           
0,10,Charlotte/Douglas International,Bush                           
0,0,Cincinnati Northern Kentucky In,Bush                           
0,0,Dallas-Fort Worth International,Bush                           
11,49,Newark Intl                    ,Bush                           
0,0,Florence Regional              ,Bush                           
0,0,Tri-State/Walker-Long          ,Bush                           
8,14,George Bush Intercontinental   ,Bush                           
0,0,Long Island - MacArthur        ,Bush                           
0,0,John F Kennedy Intl            ,Bush                           
2,0,LaGuardia                      ,Bush                           
0,0,Savannah International         ,Bush                           
0,0,Tallahassee Regional           ,Bush                           
1,0,Northwest Arkansas Regional    ,Bush                           
4,63,Adak                           ,King Salmon                    
16,161,Ted Stevens Anchorage Internati,King Salmon                    
0,0,Dillingham                     ,King Salmon                    
0,0,Lehigh Valley International    ,Albany Cty                     
250,1269,William B Hartsfield-Atlanta In,Albany Cty                     
0,0,Wilkes-Barre/Scranton Intl     ,Albany Cty                     
0,0,Bradley International          ,Albany Cty                     
0,0,Gen Edw L Logan Intl           ,Albany Cty                     
0,0,Burlington International       ,Albany Cty                     
0,0,Buffalo Niagara Intl           ,Albany Cty                     
134,1542,Baltimore-Washington Internatio,Albany Cty                     
58,347,Cleveland-Hopkins Intl         ,Albany Cty                     
25,446,Charlotte/Douglas International,Albany Cty                     
0,0,Port Columbus Intl             ,Albany Cty                     
86,521,Cincinnati Northern Kentucky In,Albany Cty                     
32,468,Ronald Reagan Washington Nation,Albany Cty                     
0,0,Denver Intl                    ,Albany Cty                     
59,930,Detroit Metropolitan-Wayne Coun,Albany Cty                     
139,1071,Newark Intl                    ,Albany Cty                     
0,0,Westchester Cty                ,Albany Cty                     
36,330,Washington Dulles International,Albany Cty                     
0,0,Long Island - MacArthur        ,Albany Cty                     
12,13,John F Kennedy Intl            ,Albany Cty                     
25,343,McCarran International         ,Albany Cty                     
0,0,LaGuardia                      ,Albany Cty                     
64,358,Orlando International          ,Albany Cty                     
47,325,Chicago Midway                 ,Albany Cty                     
0,0,Manchester                     ,Albany Cty                     
0,0,General Mitchell International ,Albany Cty                     
6,22,Minneapolis-St Paul Intl       ,Albany Cty                     
281,1776,Chicago O'Hare International   ,Albany Cty                     
0,0,Norfolk International          ,Albany Cty                     
35,866,Philadelphia Intl              ,Albany Cty                     
21,103,Pittsburgh International       ,Albany Cty                     
0,0,Theodore F Green State         ,Albany Cty                     
0,0,Portland International Jetport ,Albany Cty                     
0,0,Raleigh-Durham International   ,Albany Cty                     
0,0,Greater Rochester Int'l        ,Albany Cty                     
0,0,Stewart                        ,Albany Cty                     
0,0,Syracuse-Hancock Intl          ,Albany Cty                     
4,26,Tampa International            ,Albany Cty                     
2,17,Minneapolis-St Paul Intl       ,Waterloo Municipal             
0,0,Rochester International        ,Waterloo Municipal             
0,0,Lambert-St Louis International ,Waterloo Municipal             
19,256,Albuquerque International      ,Amarillo International         
133,1154,Dallas Love                    ,Amarillo International         
0,9,Denver Intl                    ,Amarillo International         
610,1980,Dallas-Fort Worth International,Amarillo International         
238,558,George Bush Intercontinental   ,Amarillo International         
0,0,Wichita Mid-Continent          ,Amarillo International         
16,294,McCarran International         ,Amarillo International         
0,0,Lubbock International          ,Amarillo International         
0,0,Midland International          ,Amarillo International         
0,0,San Antonio International      ,Amarillo International         
0,0,Salt Lake City Intl            ,Amarillo International         
0,0,Tucson International           ,Amarillo International         
0,0,Adak                           ,Ted Stevens Anchorage Internati
14,324,Kodiak                         ,Ted Stevens Anchorage Internati
0,75,King Salmon                    ,Ted Stevens Anchorage Internati
0,0,Aniak                          ,Ted Stevens Anchorage Internati
8,126,William B Hartsfield-Atlanta In,Ted Stevens Anchorage Internati
45,638,Bethel                         ,Ted Stevens Anchorage Internati
8,11,Wiley Post Will Rogers Memorial,Ted Stevens Anchorage Internati
3,101,Merle K (Mudhole) Smith        ,Ted Stevens Anchorage Internati
2,19,Cincinnati Northern Kentucky In,Ted Stevens Anchorage Internati
60,514,Denver Intl                    ,Ted Stevens Anchorage Internati
69,130,Dallas-Fort Worth International,Ted Stevens Anchorage Internati
2,95,Dillingham                     ,Ted Stevens Anchorage Internati
14,149,Detroit Metropolitan-Wayne Coun,Ted Stevens Anchorage Internati
18,49,Unalaska                       ,Ted Stevens Anchorage Internati
1,10,Newark Intl                    ,Ted Stevens Anchorage Internati
21,1147,Fairbanks International        ,Ted Stevens Anchorage Internati
2,34,Honolulu International         ,Ted Stevens Anchorage Internati
30,124,George Bush Intercontinental   ,Ted Stevens Anchorage Internati
0,0,John F Kennedy Intl            ,Ted Stevens Anchorage Internati
33,568,Juneau International           ,Ted Stevens Anchorage Internati
0,0,St. Mary's                     ,Ted Stevens Anchorage Internati
3,160,McCarran International         ,Ted Stevens Anchorage Internati
0,200,Los Angeles International      ,Ted Stevens Anchorage Internati
51,1170,Minneapolis-St Paul Intl       ,Ted Stevens Anchorage Internati
39,501,Nome                           ,Ted Stevens Anchorage Internati
65,522,Chicago O'Hare International   ,Ted Stevens Anchorage Internati
26,147,Ralph Wien Memorial            ,Ted Stevens Anchorage Internati
3,385,Portland Intl                  ,Ted Stevens Anchorage Internati
12,308,Phoenix Sky Harbor Internationa,Ted Stevens Anchorage Internati
8,68,Deadhorse                      ,Ted Stevens Anchorage Internati
97,5919,Seattle-Tacoma Intl            ,Ted Stevens Anchorage Internati
0,67,San Francisco International    ,Ted Stevens Anchorage Internati
33,324,Salt Lake City Intl            ,Ted Stevens Anchorage Internati
2,13,Lambert-St Louis International ,Ted Stevens Anchorage Internati
0,0,Yakutat                        ,Ted Stevens Anchorage Internati
0,0,Ted Stevens Anchorage Internati,Aniak                          
0,0,Bethel                         ,Aniak                          
158,360,William B Hartsfield-Atlanta In,Naples Municipal               
0,0,Miami International            ,Naples Municipal               
0,0,Tampa International            ,Naples Municipal               
147,600,Denver Intl                    ,Aspen-Pitkin Co/Sardy          
3,39,Los Angeles International      ,Aspen-Pitkin Co/Sardy          
7,48,Chicago O'Hare International   ,Aspen-Pitkin Co/Sardy          
7,95,Phoenix Sky Harbor Internationa,Aspen-Pitkin Co/Sardy          
0,13,San Francisco International    ,Aspen-Pitkin Co/Sardy          
17,235,Salt Lake City Intl            ,Aspen-Pitkin Co/Sardy          
234,476,Lehigh Valley International    ,William B Hartsfield-Atlanta In
19,262,Albuquerque International      ,William B Hartsfield-Atlanta In
153,440,Southwest Georgia Regional     ,William B Hartsfield-Atlanta In
31,141,Atlantic City International    ,William B Hartsfield-Atlanta In
191,448,Alexandria International       ,William B Hartsfield-Atlanta In
320,956,Bush                           ,William B Hartsfield-Atlanta In
141,563,Albany Cty                     ,William B Hartsfield-Atlanta In
0,62,Ted Stevens Anchorage Internati,William B Hartsfield-Atlanta In
79,220,Naples Municipal               ,William B Hartsfield-Atlanta In
186,381,Outagamie County Regional      ,William B Hartsfield-Atlanta In
209,648,Austin-Bergstrom International ,William B Hartsfield-Atlanta In
349,843,Asheville Regional             ,William B Hartsfield-Atlanta In
298,411,Wilkes-Barre/Scranton Intl     ,William B Hartsfield-Atlanta In
26,60,Kalamazoo County               ,William B Hartsfield-Atlanta In
115,646,Bradley International          ,William B Hartsfield-Atlanta In
9,79,Binghamton Regional            ,William B Hartsfield-Atlanta In
22,136,Bangor International           ,William B Hartsfield-Atlanta In
151,743,Birmingham International       ,William B Hartsfield-Atlanta In
67,324,Central Illinois Regional      ,William B Hartsfield-Atlanta In
104,662,Nashville International        ,William B Hartsfield-Atlanta In
3,54,Boise Air Terminal             ,William B Hartsfield-Atlanta In
283,1418,Gen Edw L Logan Intl           ,William B Hartsfield-Atlanta In
6,9,Southeast Texas Regional       ,William B Hartsfield-Atlanta In
204,403,Glynco Jetport                 ,William B Hartsfield-Atlanta In
236,1302,Baton Rouge Metropolitan       ,William B Hartsfield-Atlanta In
72,250,Burlington International       ,William B Hartsfield-Atlanta In
383,1071,Buffalo Niagara Intl           ,William B Hartsfield-Atlanta In
4,47,Burbank-Glendale-Pasadena      ,William B Hartsfield-Atlanta In
173,1852,Baltimore-Washington Internatio,William B Hartsfield-Atlanta In
0,12,Gallatin                       ,William B Hartsfield-Atlanta In
255,1009,Columbia Metropolitan          ,William B Hartsfield-Atlanta In
425,1068,Akron-Canton Regional          ,William B Hartsfield-Atlanta In
266,746,Lovell                         ,William B Hartsfield-Atlanta In
132,285,Charlottesville-Albermarle     ,William B Hartsfield-Atlanta In
89,786,Charleston AFB/International   ,William B Hartsfield-Atlanta In
28,129,Eastern Iowa                   ,William B Hartsfield-Atlanta In
265,1087,Cleveland-Hopkins Intl         ,William B Hartsfield-Atlanta In
164,1359,Charlotte/Douglas International,William B Hartsfield-Atlanta In
31,237,Port Columbus Intl             ,William B Hartsfield-Atlanta In
7,18,University of Illinois-Willard ,William B Hartsfield-Atlanta In
45,217,City of Colorado Springs Muni  ,William B Hartsfield-Atlanta In
91,303,Corpus Christi International   ,William B Hartsfield-Atlanta In
330,765,Yeager                         ,William B Hartsfield-Atlanta In
173,583,Columbus Metropolitan          ,William B Hartsfield-Atlanta In
198,1106,Cincinnati Northern Kentucky In,William B Hartsfield-Atlanta In
144,848,Daytona Beach International    ,William B Hartsfield-Atlanta In
0,0,Dallas Love                    ,William B Hartsfield-Atlanta In
136,942,James M Cox Dayton Intl        ,William B Hartsfield-Atlanta In
149,1577,Ronald Reagan Washington Nation,William B Hartsfield-Atlanta In
260,2087,Denver Intl                    ,William B Hartsfield-Atlanta In
1065,2878,Dallas-Fort Worth International,William B Hartsfield-Atlanta In
230,716,Dothan                         ,William B Hartsfield-Atlanta In
187,557,Des Moines International       ,William B Hartsfield-Atlanta In
1151,3091,Detroit Metropolitan-Wayne Coun,William B Hartsfield-Atlanta In
3,33,Eagle County Regional          ,William B Hartsfield-Atlanta In
5,172,El Paso International          ,William B Hartsfield-Atlanta In
39,55,Erie Intl                      ,William B Hartsfield-Atlanta In
197,465,Evansville Regional            ,William B Hartsfield-Atlanta In
20,105,Craven County Regional         ,William B Hartsfield-Atlanta In
415,2300,Newark Intl                    ,William B Hartsfield-Atlanta In
144,649,Key West International         ,William B Hartsfield-Atlanta In
229,659,Fayetteville Municipal         ,William B Hartsfield-Atlanta In
0,3,Glacier Park Intl              ,William B Hartsfield-Atlanta In
121,1385,Fort Lauderdale-Hollywood Int'l,William B Hartsfield-Atlanta In
78,271,Florence Regional              ,William B Hartsfield-Atlanta In
268,926,Bishop                         ,William B Hartsfield-Atlanta In
16,69,Joe Foss                       ,William B Hartsfield-Atlanta In
21,59,Fort Smith Regional            ,William B Hartsfield-Atlanta In
167,365,Fort Wayne International       ,William B Hartsfield-Atlanta In
300,920,Gainesville Regional           ,William B Hartsfield-Atlanta In
236,921,Gulfport-Biloxi Regional       ,William B Hartsfield-Atlanta In
25,59,Austin Straubel International  ,William B Hartsfield-Atlanta In
36,132,Robert Gray AAF                ,William B Hartsfield-Atlanta In
273,760,Kent County International      ,William B Hartsfield-Atlanta In
188,1003,Piedmont Triad International   ,William B Hartsfield-Atlanta In
156,546,Greenville-Spartanburg         ,William B Hartsfield-Atlanta In
116,365,Golden Triangle Regional       ,William B Hartsfield-Atlanta In
0,3,Gunnison County                ,William B Hartsfield-Atlanta In
4,36,Yampa Valley                   ,William B Hartsfield-Atlanta In
44,186,Hilton Head                    ,William B Hartsfield-Atlanta In
9,35,Hickory Municipal              ,William B Hartsfield-Atlanta In
1,56,Honolulu International         ,William B Hartsfield-Atlanta In
176,859,William P Hobby                ,William B Hartsfield-Atlanta In
294,689,Westchester Cty                ,William B Hartsfield-Atlanta In
243,735,Huntsville International       ,William B Hartsfield-Atlanta In
28,51,Tri-State/Walker-Long          ,William B Hartsfield-Atlanta In
195,1626,Washington Dulles International,William B Hartsfield-Atlanta In
515,1714,George Bush Intercontinental   ,William B Hartsfield-Atlanta In
279,917,Wichita Mid-Continent          ,William B Hartsfield-Atlanta In
19,79,New Castle County              ,William B Hartsfield-Atlanta In
243,645,Wilmington International       ,William B Hartsfield-Atlanta In
140,636,Indianapolis International     ,William B Hartsfield-Atlanta In
21,164,Kinston Regional Jetport At Sta,William B Hartsfield-Atlanta In
189,339,Long Island - MacArthur        ,William B Hartsfield-Atlanta In
5,37,Jackson Hole                   ,William B Hartsfield-Atlanta In
132,842,Jackson International          ,William B Hartsfield-Atlanta In
72,914,Jacksonville International     ,William B Hartsfield-Atlanta In
293,1453,John F Kennedy Intl            ,William B Hartsfield-Atlanta In
20,105,Capital City                   ,William B Hartsfield-Atlanta In
51,1254,McCarran International         ,William B Hartsfield-Atlanta In
102,2580,Los Angeles International      ,William B Hartsfield-Atlanta In
261,686,Blue Grass                     ,William B Hartsfield-Atlanta In
104,458,Lafayette Regional             ,William B Hartsfield-Atlanta In
400,2725,LaGuardia                      ,William B Hartsfield-Atlanta In
1,39,Long Beach (Daugherty )        ,William B Hartsfield-Atlanta In
200,572,Adams                          ,William B Hartsfield-Atlanta In
13,87,Greenbrier Valley              ,William B Hartsfield-Atlanta In
75,248,Lynchburg Municipal-Preston Gle,William B Hartsfield-Atlanta In
79,740,Kansas City International      ,William B Hartsfield-Atlanta In
110,692,Middle Georgia Regional        ,William B Hartsfield-Atlanta In
167,1728,Orlando International          ,William B Hartsfield-Atlanta In
383,766,Harrisburg Intl                ,William B Hartsfield-Atlanta In
302,1221,Chicago Midway                 ,William B Hartsfield-Atlanta In
100,303,Key                            ,William B Hartsfield-Atlanta In
393,1658,Memphis International          ,William B Hartsfield-Atlanta In
57,180,McAllen Miller International   ,William B Hartsfield-Atlanta In
331,1059,Montgomery Regional Apt        ,William B Hartsfield-Atlanta In
159,599,Manchester                     ,William B Hartsfield-Atlanta In
500,2548,Miami International            ,William B Hartsfield-Atlanta In
258,971,General Mitchell International ,William B Hartsfield-Atlanta In
116,455,Melbourne International        ,William B Hartsfield-Atlanta In
100,435,Quad City                      ,William B Hartsfield-Atlanta In
166,506,Monroe Regional                ,William B Hartsfield-Atlanta In
461,741,Mobile Regional                ,William B Hartsfield-Atlanta In
42,191,Dane County Regional           ,William B Hartsfield-Atlanta In
497,2356,Minneapolis-St Paul Intl       ,William B Hartsfield-Atlanta In
116,913,New Orleans International      ,William B Hartsfield-Atlanta In
5,22,Florida Keys Marathon          ,William B Hartsfield-Atlanta In
0,11,Montrose Regional              ,William B Hartsfield-Atlanta In
277,959,Myrtle Beach International     ,William B Hartsfield-Atlanta In
39,184,Albert J Ellis                 ,William B Hartsfield-Atlanta In
8,296,Metropolitan Oakland Internatio,William B Hartsfield-Atlanta In
0,6,Kahului                        ,William B Hartsfield-Atlanta In
87,513,Will Rogers World              ,William B Hartsfield-Atlanta In
297,787,Eppley Airfield                ,William B Hartsfield-Atlanta In
14,341,Ontario International          ,William B Hartsfield-Atlanta In
701,3145,Chicago O'Hare International   ,William B Hartsfield-Atlanta In
103,751,Norfolk International          ,William B Hartsfield-Atlanta In
37,781,Palm Beach International       ,William B Hartsfield-Atlanta In
12,302,Portland Intl                  ,William B Hartsfield-Atlanta In
433,1227,Panama City-Bay County Internat,William B Hartsfield-Atlanta In
267,943,Newport News/Williamsburg Inter,William B Hartsfield-Atlanta In
262,2907,Philadelphia Intl              ,William B Hartsfield-Atlanta In
60,1601,Phoenix Sky Harbor Internationa,William B Hartsfield-Atlanta In
163,362,Greater Peoria Regional        ,William B Hartsfield-Atlanta In
271,1031,Pittsburgh International       ,William B Hartsfield-Atlanta In
212,1104,Pensacola Regional             ,William B Hartsfield-Atlanta In
3,69,Palm Springs International     ,William B Hartsfield-Atlanta In
146,482,Theodore F Green State         ,William B Hartsfield-Atlanta In
201,540,Portland International Jetport ,William B Hartsfield-Atlanta In
169,1175,Raleigh-Durham International   ,William B Hartsfield-Atlanta In
174,1007,Richmond International         ,William B Hartsfield-Atlanta In
20,99,Reno/Tahoe International       ,William B Hartsfield-Atlanta In
283,685,Roanoke Regional/ Woodrum      ,William B Hartsfield-Atlanta In
375,1030,Greater Rochester Int'l        ,William B Hartsfield-Atlanta In
52,899,Southwest Florida International,William B Hartsfield-Atlanta In
37,405,San Diego International-Lindber,William B Hartsfield-Atlanta In
192,876,San Antonio International      ,William B Hartsfield-Atlanta In
107,856,Savannah International         ,William B Hartsfield-Atlanta In
215,384,South Bend Regional            ,William B Hartsfield-Atlanta In
20,29,University Park                ,William B Hartsfield-Atlanta In
279,795,Louisville International-Standi,William B Hartsfield-Atlanta In
52,891,Seattle-Tacoma Intl            ,William B Hartsfield-Atlanta In
79,1034,San Francisco International    ,William B Hartsfield-Atlanta In
72,190,Springfield-Branson Regional   ,William B Hartsfield-Atlanta In
304,908,Shreveport Regional            ,William B Hartsfield-Atlanta In
12,273,San Jose International         ,William B Hartsfield-Atlanta In
13,328,Luis Munoz Marin International ,William B Hartsfield-Atlanta In
118,921,Salt Lake City Intl            ,William B Hartsfield-Atlanta In
8,458,Sacramento International       ,William B Hartsfield-Atlanta In
29,627,John Wayne /Orange Co          ,William B Hartsfield-Atlanta In
16,96,Moore County                   ,William B Hartsfield-Atlanta In
129,650,Sarasota Bradenton Internationa,William B Hartsfield-Atlanta In
168,735,Lambert-St Louis International ,William B Hartsfield-Atlanta In
21,155,Cyril E. King                  ,William B Hartsfield-Atlanta In
0,46,Henry E. Rohlsen               ,William B Hartsfield-Atlanta In
44,262,Stewart                        ,William B Hartsfield-Atlanta In
205,594,Syracuse-Hancock Intl          ,William B Hartsfield-Atlanta In
301,693,Tallahassee Regional           ,William B Hartsfield-Atlanta In
181,416,Toledo Express                 ,William B Hartsfield-Atlanta In
269,1267,Tampa International            ,William B Hartsfield-Atlanta In
212,478,Tri-Cities Regional            ,William B Hartsfield-Atlanta In
7,20,Trenton-Mercer County          ,William B Hartsfield-Atlanta In
154,651,Tulsa International            ,William B Hartsfield-Atlanta In
69,123,Tupelo Municipal               ,William B Hartsfield-Atlanta In
31,185,Tucson International           ,William B Hartsfield-Atlanta In
2,17,Cherry Capital                 ,William B Hartsfield-Atlanta In
252,616,McGhee-Tyson                   ,William B Hartsfield-Atlanta In
135,475,Valdosta Regional              ,William B Hartsfield-Atlanta In
300,1036,Eglin Air Force Base           ,William B Hartsfield-Atlanta In
221,639,Northwest Arkansas Regional    ,William B Hartsfield-Atlanta In
267,784,William B Hartsfield-Atlanta In,Outagamie County Regional      
129,450,Cincinnati Northern Kentucky In,Outagamie County Regional      
0,0,Central Wisconsin              ,Outagamie County Regional      
9,105,Detroit Metropolitan-Wayne Coun,Outagamie County Regional      
0,0,Austin Straubel International  ,Outagamie County Regional      
0,0,Washington Dulles International,Outagamie County Regional      
1,0,Dane County Regional           ,Outagamie County Regional      
0,60,Minneapolis-St Paul Intl       ,Outagamie County Regional      
39,618,Chicago O'Hare International   ,Outagamie County Regional      
0,0,Philadelphia Intl              ,Outagamie County Regional      
0,17,Albuquerque International      ,Austin-Bergstrom International 
0,0,Alexandria International       ,Austin-Bergstrom International 
311,1297,William B Hartsfield-Atlanta In,Austin-Bergstrom International 
1,1,Birmingham International       ,Austin-Bergstrom International 
18,302,Nashville International        ,Austin-Bergstrom International 
1,39,Gen Edw L Logan Intl           ,Austin-Bergstrom International 
0,1,Baton Rouge Metropolitan       ,Austin-Bergstrom International 
28,378,Baltimore-Washington Internatio,Austin-Bergstrom International 
0,1,Columbia Metropolitan          ,Austin-Bergstrom International 
0,0,Charleston AFB/International   ,Austin-Bergstrom International 
30,170,Cleveland-Hopkins Intl         ,Austin-Bergstrom International 
0,0,Charlotte/Douglas International,Austin-Bergstrom International 
0,0,Port Columbus Intl             ,Austin-Bergstrom International 
0,1,City of Colorado Springs Muni  ,Austin-Bergstrom International 
2,5,Corpus Christi International   ,Austin-Bergstrom International 
137,607,Cincinnati Northern Kentucky In,Austin-Bergstrom International 
164,1965,Dallas Love                    ,Austin-Bergstrom International 
131,1002,Denver Intl                    ,Austin-Bergstrom International 
1757,2651,Dallas-Fort Worth International,Austin-Bergstrom International 
6,139,Detroit Metropolitan-Wayne Coun,Austin-Bergstrom International 
15,321,El Paso International          ,Austin-Bergstrom International 
94,509,Newark Intl                    ,Austin-Bergstrom International 
0,0,Fort Lauderdale-Hollywood Int'l,Austin-Bergstrom International 
0,0,Piedmont Triad International   ,Austin-Bergstrom International 
168,1692,William P Hobby                ,Austin-Bergstrom International 
5,150,Valley International           ,Austin-Bergstrom International 
0,0,Huntsville International       ,Austin-Bergstrom International 
20,283,Washington Dulles International,Austin-Bergstrom International 
514,1513,George Bush Intercontinental   ,Austin-Bergstrom International 
0,0,Jackson International          ,Austin-Bergstrom International 
1,21,Jacksonville International     ,Austin-Bergstrom International 
18,405,John F Kennedy Intl            ,Austin-Bergstrom International 
38,764,McCarran International         ,Austin-Bergstrom International 
17,693,Los Angeles International      ,Austin-Bergstrom International 
16,188,Lubbock International          ,Austin-Bergstrom International 
0,0,Adams                          ,Austin-Bergstrom International 
10,102,Midland International          ,Austin-Bergstrom International 
3,88,Kansas City International      ,Austin-Bergstrom International 
31,261,Orlando International          ,Austin-Bergstrom International 
18,187,Chicago Midway                 ,Austin-Bergstrom International 
22,215,Memphis International          ,Austin-Bergstrom International 
0,0,McAllen Miller International   ,Austin-Bergstrom International 
0,0,Miami International            ,Austin-Bergstrom International 
0,0,Monroe Regional                ,Austin-Bergstrom International 
36,535,Minneapolis-St Paul Intl       ,Austin-Bergstrom International 
2,9,New Orleans International      ,Austin-Bergstrom International 
2,19,Will Rogers World              ,Austin-Bergstrom International 
1,81,Ontario International          ,Austin-Bergstrom International 
415,1868,Chicago O'Hare International   ,Austin-Bergstrom International 
0,0,Palm Beach International       ,Austin-Bergstrom International 
1,0,Panama City-Bay County Internat,Austin-Bergstrom International 
0,0,Philadelphia Intl              ,Austin-Bergstrom International 
37,1645,Phoenix Sky Harbor Internationa,Austin-Bergstrom International 
0,0,Pittsburgh International       ,Austin-Bergstrom International 
0,0,Pensacola Regional             ,Austin-Bergstrom International 
64,297,Raleigh-Durham International   ,Austin-Bergstrom International 
0,0,Reno/Tahoe International       ,Austin-Bergstrom International 
12,209,San Diego International-Lindber,Austin-Bergstrom International 
0,0,San Antonio International      ,Austin-Bergstrom International 
1,0,Savannah International         ,Austin-Bergstrom International 
5,36,Seattle-Tacoma Intl            ,Austin-Bergstrom International 
