rorg,rdes,Origin,Dest
12,261,Kodiak ,Ted Stevens Anchorage International
0,0,Alexandria International,Abilene Regional
164,271,Alexandria International,William B Hartsfield-Atlanta Intl
0,0,Alexandria International,Austin-Bergstrom International
0,0,Alexandria International,"Baton Rouge Metropolitan, Ryan "
69,68,Alexandria International,Dallas-Fort Worth International
1,4,Alexandria International,Golden Triangle Regional
0,0,Alexandria International,William P Hobby
46,114,Alexandria International,George Bush Intercontinental
0,0,Alexandria International,Killeen Municipal
0,0,Alexandria International,Jackson International
0,0,Alexandria International,Lafayette Regional
0,0,Alexandria International,Monroe Regional
0,0,Alexandria International,New Orleans International 
0,0,Alexandria International,Shreveport Regional
218,636,Bush ,William B Hartsfield-Atlanta Intl
0,0,Bush ,Columbia Metropolitan
0,0,Bush ,Lovell 
0,0,Bush ,Charleston AFB/International
0,0,Bush ,Cleveland-Hopkins Intl
0,2,Bush ,Charlotte/Douglas International
0,0,Bush ,Cincinnati Northern Kentucky Intl
42,29,Bush ,Newark Intl
10,31,Bush ,George Bush Intercontinental
0,0,Bush ,John F Kennedy Intl
0,0,Bush ,LaGuardia
0,0,Bush ,Savannah International
12,61,King Salmon,Adak
0,60,King Salmon,Ted Stevens Anchorage International
4,2,King Salmon,Dillingham
84,380,Albany Cty,William B Hartsfield-Atlanta Intl
1,0,Albany Cty,Bradley International
0,0,Albany Cty,Bangor International
0,0,Albany Cty,Gen Edw L Logan Intl
0,0,Albany Cty,Burlington International
0,0,Albany Cty,Buffalo Niagara Intl
96,593,Albany Cty,Baltimore-Washington International
23,144,Albany Cty,Cleveland-Hopkins Intl
49,259,Albany Cty,Charlotte/Douglas International
61,204,Albany Cty,Cincinnati Northern Kentucky Intl
24,178,Albany Cty,Ronald Reagan Washington National
41,249,Albany Cty,Detroit Metropolitan-Wayne County
23,100,Albany Cty,Newark Intl
0,0,Albany Cty,Kent County International
13,102,Albany Cty,Washington Dulles International
0,0,Albany Cty,Long Island - MacArthur
12,7,Albany Cty,John F Kennedy Intl
8,60,Albany Cty,McCarran International
0,0,Albany Cty,LaGuardia
20,144,Albany Cty,Orlando International
18,38,Albany Cty,Chicago Midway
0,0,Albany Cty,Manchester
0,0,Albany Cty,General Mitchell International
58,584,Albany Cty,Chicago O'Hare International
38,202,Albany Cty,Philadelphia Intl
16,40,Albany Cty,Pittsburgh International
0,0,Albany Cty,Theodore F Green State
0,0,Albany Cty,Portland International Jetport
0,0,Albany Cty,Raleigh-Durham International
0,0,Albany Cty,Greater Rochester Int'l
0,0,Albany Cty,South Bend Regional
0,0,Albany Cty,Stewart
0,0,Albany Cty,Syracuse-Hancock Intl
0,7,Albany Cty,Tampa International 
0,0,Waterloo Municipal,Minneapolis-St Paul Intl
0,0,Waterloo Municipal,Rochester International
0,0,Waterloo Municipal,Lambert-St Louis International
10,94,Amarillo International,Albuquerque International
0,0,Amarillo International,City of Colorado Springs Muni
50,375,Amarillo International,Dallas Love 
0,0,Amarillo International,Denver Intl
213,411,Amarillo International,Dallas-Fort Worth International
54,184,Amarillo International,George Bush Intercontinental
6,26,Amarillo International,McCarran International
0,0,Amarillo International,Lubbock International
0,0,Amarillo International,Midland International
0,0,Amarillo International,Chicago O'Hare International
0,0,Amarillo International,Phoenix Sky Harbor International
0,0,Amarillo International,Salt Lake City Intl
0,0,Ted Stevens Anchorage International,Adak
54,265,Ted Stevens Anchorage International,Kodiak 
14,131,Ted Stevens Anchorage International,King Salmon
0,0,Ted Stevens Anchorage International,Aniak
0,42,Ted Stevens Anchorage International,William B Hartsfield-Atlanta Intl
74,537,Ted Stevens Anchorage International,Bethel
0,0,Ted Stevens Anchorage International,Boeing Field/King County Intl
0,0,Ted Stevens Anchorage International,Wiley Post Will Rogers Memorial
6,280,Ted Stevens Anchorage International,Merle K (Mudhole) Smith
0,5,Ted Stevens Anchorage International,Cincinnati Northern Kentucky Intl
2,230,Ted Stevens Anchorage International,Denver Intl
0,58,Ted Stevens Anchorage International,Dallas-Fort Worth International
5,107,Ted Stevens Anchorage International,Dillingham
2,34,Ted Stevens Anchorage International,Detroit Metropolitan-Wayne County
24,56,Ted Stevens Anchorage International,Unalaska
0,2,Ted Stevens Anchorage International,Newark Intl
28,1542,Ted Stevens Anchorage International,Fairbanks International
0,0,Ted Stevens Anchorage International,Honolulu International
4,84,Ted Stevens Anchorage International,George Bush Intercontinental
37,749,Ted Stevens Anchorage International,Juneau International
1,80,Ted Stevens Anchorage International,McCarran International
0,83,Ted Stevens Anchorage International,Los Angeles International
10,305,Ted Stevens Anchorage International,Minneapolis-St Paul Intl
5,34,Ted Stevens Anchorage International,Kahului
22,140,Ted Stevens Anchorage International,Nome
5,396,Ted Stevens Anchorage International,Chicago O'Hare International
33,499,Ted Stevens Anchorage International,Ralph Wien Memorial
8,272,Ted Stevens Anchorage International,Portland Intl
5,89,Ted Stevens Anchorage International,Phoenix Sky Harbor International
11,142,Ted Stevens Anchorage International,Deadhorse
80,2747,Ted Stevens Anchorage International,Seattle-Tacoma Intl
0,61,Ted Stevens Anchorage International,San Francisco International
0,0,Ted Stevens Anchorage International,Sitka
5,190,Ted Stevens Anchorage International,Salt Lake City Intl
0,11,Ted Stevens Anchorage International,Lambert-St Louis International
0,0,Ted Stevens Anchorage International,Yakutat
0,0,Aniak,Ted Stevens Anchorage International
0,0,Aniak,St. Mary's
64,145,Naples Municipal,William B Hartsfield-Atlanta Intl
0,0,Naples Municipal,Miami International
0,0,Naples Municipal,Tampa International 
73,167,Aspen-Pitkin Co/Sardy ,Denver Intl
7,13,Aspen-Pitkin Co/Sardy ,Los Angeles International
7,5,Aspen-Pitkin Co/Sardy ,Chicago O'Hare International
7,50,Aspen-Pitkin Co/Sardy ,Phoenix Sky Harbor International
2,3,Aspen-Pitkin Co/Sardy ,San Francisco International
19,42,Aspen-Pitkin Co/Sardy ,Salt Lake City Intl
396,635,William B Hartsfield-Atlanta Intl,Lehigh Valley International
71,540,William B Hartsfield-Atlanta Intl,Albuquerque International
253,499,William B Hartsfield-Atlanta Intl,Southwest Georgia Regional
30,43,William B Hartsfield-Atlanta Intl,Atlantic City International
261,419,William B Hartsfield-Atlanta Intl,Alexandria International
635,1311,William B Hartsfield-Atlanta Intl,Bush 
185,843,William B Hartsfield-Atlanta Intl,Albany Cty
6,87,William B Hartsfield-Atlanta Intl,Ted Stevens Anchorage International
139,244,William B Hartsfield-Atlanta Intl,Naples Municipal
228,546,William B Hartsfield-Atlanta Intl,Outagamie County Regional
276,984,William B Hartsfield-Atlanta Intl,Austin-Bergstrom International
499,1135,William B Hartsfield-Atlanta Intl,Asheville Regional
327,541,William B Hartsfield-Atlanta Intl,Wilkes-Barre/Scranton Intl
43,55,William B Hartsfield-Atlanta Intl,Kalamazoo County
120,1106,William B Hartsfield-Atlanta Intl,Bradley International
12,78,William B Hartsfield-Atlanta Intl,Binghamton Regional
3,58,William B Hartsfield-Atlanta Intl,Bangor International
187,1131,William B Hartsfield-Atlanta Intl,Birmingham International
76,501,William B Hartsfield-Atlanta Intl,Central Illinois Regional
195,1187,William B Hartsfield-Atlanta Intl,Nashville International
8,64,William B Hartsfield-Atlanta Intl,Boise Air Terminal
173,2123,William B Hartsfield-Atlanta Intl,Gen Edw L Logan Intl
10,40,William B Hartsfield-Atlanta Intl,Southeast Texas Regional
275,577,William B Hartsfield-Atlanta Intl,Glynco Jetport
3,28,William B Hartsfield-Atlanta Intl,Rafael Hernandez
599,1155,William B Hartsfield-Atlanta Intl,"Baton Rouge Metropolitan, Ryan "
57,139,William B Hartsfield-Atlanta Intl,Burlington International
473,1484,William B Hartsfield-Atlanta Intl,Buffalo Niagara Intl
13,85,William B Hartsfield-Atlanta Intl,Burbank-Glendale-Pasadena
282,2744,William B Hartsfield-Atlanta Intl,Baltimore-Washington International
0,5,William B Hartsfield-Atlanta Intl,Gallatin 
575,1446,William B Hartsfield-Atlanta Intl,Columbia Metropolitan
571,1369,William B Hartsfield-Atlanta Intl,Akron-Canton Regional
0,0,William B Hartsfield-Atlanta Intl,
453,910,William B Hartsfield-Atlanta Intl,Lovell 
214,402,William B Hartsfield-Atlanta Intl,Charlottesville-Albermarle
211,1188,William B Hartsfield-Atlanta Intl,Charleston AFB/International
28,41,William B Hartsfield-Atlanta Intl,Eastern Iowa 
372,1560,William B Hartsfield-Atlanta Intl,Cleveland-Hopkins Intl
247,1638,William B Hartsfield-Atlanta Intl,Charlotte/Douglas International
115,867,William B Hartsfield-Atlanta Intl,Port Columbus Intl
18,33,William B Hartsfield-Atlanta Intl,University of Illinois-Willard
29,245,William B Hartsfield-Atlanta Intl,City of Colorado Springs Muni
188,398,William B Hartsfield-Atlanta Intl,Corpus Christi International
402,822,William B Hartsfield-Atlanta Intl,Yeager
339,779,William B Hartsfield-Atlanta Intl,Columbus Metropolitan
178,1359,William B Hartsfield-Atlanta Intl,Cincinnati Northern Kentucky Intl
291,1220,William B Hartsfield-Atlanta Intl,Daytona Beach International
0,0,William B Hartsfield-Atlanta Intl,Dallas Love 
236,1678,William B Hartsfield-Atlanta Intl,James M Cox Dayton Intl
364,2461,William B Hartsfield-Atlanta Intl,Ronald Reagan Washington National
222,2469,William B Hartsfield-Atlanta Intl,Denver Intl
790,3891,William B Hartsfield-Atlanta Intl,Dallas-Fort Worth International
491,932,William B Hartsfield-Atlanta Intl,Dothan 
289,548,William B Hartsfield-Atlanta Intl,Des Moines International
646,2361,William B Hartsfield-Atlanta Intl,Detroit Metropolitan-Wayne County
4,41,William B Hartsfield-Atlanta Intl,Eagle County Regional
40,271,William B Hartsfield-Atlanta Intl,El Paso International
5,27,William B Hartsfield-Atlanta Intl,Erie Intl
339,650,William B Hartsfield-Atlanta Intl,Evansville Regional
206,2336,William B Hartsfield-Atlanta Intl,Newark Intl
141,566,William B Hartsfield-Atlanta Intl,Key West International
420,888,William B Hartsfield-Atlanta Intl,Fayetteville Municipal
228,2795,William B Hartsfield-Atlanta Intl,Fort Lauderdale-Hollywood Int'l
182,370,William B Hartsfield-Atlanta Intl,Florence Regional
308,1182,William B Hartsfield-Atlanta Intl,Bishop
7,35,William B Hartsfield-Atlanta Intl,Joe Foss 
309,543,William B Hartsfield-Atlanta Intl,Fort Wayne International
533,1184,William B Hartsfield-Atlanta Intl,Gainesville Regional
524,1284,William B Hartsfield-Atlanta Intl,Gulfport-Biloxi Regional
29,58,William B Hartsfield-Atlanta Intl,Austin Straubel International
13,39,William B Hartsfield-Atlanta Intl,Robert Gray AAF
412,854,William B Hartsfield-Atlanta Intl,Kent County International
260,1185,William B Hartsfield-Atlanta Intl,Piedmont Triad International
276,1059,William B Hartsfield-Atlanta Intl,Greenville-Spartanburg
237,466,William B Hartsfield-Atlanta Intl,Golden Triangle Regional
0,1,William B Hartsfield-Atlanta Intl,Gunnison County
0,13,William B Hartsfield-Atlanta Intl,Yampa Valley
37,73,William B Hartsfield-Atlanta Intl,Hickory Municipal
23,293,William B Hartsfield-Atlanta Intl,Honolulu International
233,1525,William B Hartsfield-Atlanta Intl,William P Hobby
231,578,William B Hartsfield-Atlanta Intl,Westchester Cty
364,1127,William B Hartsfield-Atlanta Intl,Huntsville International 
38,110,William B Hartsfield-Atlanta Intl,Tri-State/Walker-Long 
276,2265,William B Hartsfield-Atlanta Intl,Washington Dulles International
326,2119,William B Hartsfield-Atlanta Intl,George Bush Intercontinental
432,1173,William B Hartsfield-Atlanta Intl,Wichita Mid-Continent
23,66,William B Hartsfield-Atlanta Intl,New Castle County 
418,916,William B Hartsfield-Atlanta Intl,Wilmington International
164,1385,William B Hartsfield-Atlanta Intl,Indianapolis International
99,232,William B Hartsfield-Atlanta Intl,Kinston Regional Jetport At Stallin
227,496,William B Hartsfield-Atlanta Intl,Long Island - MacArthur
2,11,William B Hartsfield-Atlanta Intl,Jackson Hole
325,1047,William B Hartsfield-Atlanta Intl,Jackson International
171,2044,William B Hartsfield-Atlanta Intl,Jacksonville International
378,1521,William B Hartsfield-Atlanta Intl,John F Kennedy Intl
44,128,William B Hartsfield-Atlanta Intl,Capital City
141,2244,William B Hartsfield-Atlanta Intl,McCarran International
192,2971,William B Hartsfield-Atlanta Intl,Los Angeles International
326,1050,William B Hartsfield-Atlanta Intl,Blue Grass 
238,469,William B Hartsfield-Atlanta Intl,Lafayette Regional
313,3457,William B Hartsfield-Atlanta Intl,LaGuardia
0,8,William B Hartsfield-Atlanta Intl,Long Beach (Daugherty )
266,876,William B Hartsfield-Atlanta Intl,Adams 
15,83,William B Hartsfield-Atlanta Intl,Greenbrier Valley
181,402,William B Hartsfield-Atlanta Intl,Lynchburg Municipal-Preston Glenn 
201,1613,William B Hartsfield-Atlanta Intl,Kansas City International
399,698,William B Hartsfield-Atlanta Intl,Middle Georgia Regional
209,3375,William B Hartsfield-Atlanta Intl,Orlando International
509,824,William B Hartsfield-Atlanta Intl,Harrisburg Intl
249,1826,William B Hartsfield-Atlanta Intl,Chicago Midway
292,431,William B Hartsfield-Atlanta Intl,Key 
275,2007,William B Hartsfield-Atlanta Intl,Memphis International
55,101,William B Hartsfield-Atlanta Intl,McAllen Miller International
630,1226,William B Hartsfield-Atlanta Intl,Montgomery Regional Apt
208,685,William B Hartsfield-Atlanta Intl,Manchester
403,2620,William B Hartsfield-Atlanta Intl,Miami International
333,1469,William B Hartsfield-Atlanta Intl,General Mitchell International
274,871,William B Hartsfield-Atlanta Intl,Melbourne International 
120,577,William B Hartsfield-Atlanta Intl,Quad City
390,667,William B Hartsfield-Atlanta Intl,Monroe Regional
338,1122,William B Hartsfield-Atlanta Intl,Mobile Regional
63,140,William B Hartsfield-Atlanta Intl,Dane County Regional
477,2458,William B Hartsfield-Atlanta Intl,Minneapolis-St Paul Intl
217,1695,William B Hartsfield-Atlanta Intl,New Orleans International 
0,0,William B Hartsfield-Atlanta Intl,Montrose Regional
516,1435,William B Hartsfield-Atlanta Intl,Myrtle Beach International
1,7,William B Hartsfield-Atlanta Intl,Albert J Ellis
58,402,William B Hartsfield-Atlanta Intl,Metropolitan Oakland International
1,13,William B Hartsfield-Atlanta Intl,Kahului
158,593,William B Hartsfield-Atlanta Intl,Will Rogers World
344,885,William B Hartsfield-Atlanta Intl,Eppley Airfield
58,529,William B Hartsfield-Atlanta Intl,Ontario International
417,2546,William B Hartsfield-Atlanta Intl,Chicago O'Hare International
295,1322,William B Hartsfield-Atlanta Intl,Norfolk International
161,1708,William B Hartsfield-Atlanta Intl,Palm Beach International
79,611,William B Hartsfield-Atlanta Intl,Portland Intl
631,1525,William B Hartsfield-Atlanta Intl,Panama City-Bay County International
456,1415,William B Hartsfield-Atlanta Intl,Newport News/Williamsburg International
288,2696,William B Hartsfield-Atlanta Intl,Philadelphia Intl
129,1416,William B Hartsfield-Atlanta Intl,Phoenix Sky Harbor International
260,490,William B Hartsfield-Atlanta Intl,Greater Peoria Regional
207,1876,William B Hartsfield-Atlanta Intl,Pittsburgh International
230,1736,William B Hartsfield-Atlanta Intl,Pensacola Regional
2,15,William B Hartsfield-Atlanta Intl,Mercedita
8,48,William B Hartsfield-Atlanta Intl,Palm Springs International
122,826,William B Hartsfield-Atlanta Intl,Theodore F Green State
174,565,William B Hartsfield-Atlanta Intl,Portland International Jetport
260,2126,William B Hartsfield-Atlanta Intl,Raleigh-Durham International
212,1464,William B Hartsfield-Atlanta Intl,Richmond International
24,167,William B Hartsfield-Atlanta Intl,Reno/Tahoe International
417,877,William B Hartsfield-Atlanta Intl,Roanoke Regional/ Woodrum 
532,1286,William B Hartsfield-Atlanta Intl,Greater Rochester Int'l
171,1656,William B Hartsfield-Atlanta Intl,Southwest Florida International
102,946,William B Hartsfield-Atlanta Intl,San Diego International-Lindbergh 
270,1278,William B Hartsfield-Atlanta Intl,San Antonio International
219,1561,William B Hartsfield-Atlanta Intl,Savannah International
296,372,William B Hartsfield-Atlanta Intl,South Bend Regional
279,1289,William B Hartsfield-Atlanta Intl,Louisville International-Standiford 
89,1080,William B Hartsfield-Atlanta Intl,Seattle-Tacoma Intl
138,1655,William B Hartsfield-Atlanta Intl,San Francisco International
86,172,William B Hartsfield-Atlanta Intl,Springfield-Branson Regional
469,1028,William B Hartsfield-Atlanta Intl,Shreveport Regional
49,427,William B Hartsfield-Atlanta Intl,San Jose International
56,610,William B Hartsfield-Atlanta Intl,Luis Munoz Marin International
141,1575,William B Hartsfield-Atlanta Intl,Salt Lake City Intl
73,486,William B Hartsfield-Atlanta Intl,Sacramento International
56,615,William B Hartsfield-Atlanta Intl,John Wayne /Orange Co
6,21,William B Hartsfield-Atlanta Intl,Moore County
223,1100,William B Hartsfield-Atlanta Intl,Sarasota Bradenton International
215,1045,William B Hartsfield-Atlanta Intl,Lambert-St Louis International
14,136,William B Hartsfield-Atlanta Intl,Cyril E. King
3,40,William B Hartsfield-Atlanta Intl,Henry E. Rohlsen 
0,0,William B Hartsfield-Atlanta Intl,Stewart
212,760,William B Hartsfield-Atlanta Intl,Syracuse-Hancock Intl
267,1052,William B Hartsfield-Atlanta Intl,Tallahassee Regional
254,509,William B Hartsfield-Atlanta Intl,Toledo Express
231,2718,William B Hartsfield-Atlanta Intl,Tampa International 
379,807,William B Hartsfield-Atlanta Intl,Tri-Cities Regional
1,3,William B Hartsfield-Atlanta Intl,Trenton-Mercer County 
246,779,William B Hartsfield-Atlanta Intl,Tulsa International
106,146,William B Hartsfield-Atlanta Intl,Tupelo Municipal 
46,374,William B Hartsfield-Atlanta Intl,Tucson International
2,14,William B Hartsfield-Atlanta Intl,Cherry Capital
328,1111,William B Hartsfield-Atlanta Intl,McGhee-Tyson
353,577,William B Hartsfield-Atlanta Intl,Valdosta Regional
514,1405,William B Hartsfield-Atlanta Intl,Eglin Air Force Base
358,868,William B Hartsfield-Atlanta Intl,Northwest Arkansas Regional
151,260,Outagamie County Regional,William B Hartsfield-Atlanta Intl
156,273,Outagamie County Regional,Cincinnati Northern Kentucky Intl
0,0,Outagamie County Regional,Central Wisconsin
0,0,Outagamie County Regional,Detroit Metropolitan-Wayne County
0,0,Outagamie County Regional,Austin Straubel International
0,0,Outagamie County Regional,Kent County International
0,0,Outagamie County Regional,Blue Grass 
0,0,Outagamie County Regional,General Mitchell International
0,0,Outagamie County Regional,Minneapolis-St Paul Intl
16,119,Outagamie County Regional,Chicago O'Hare International
0,1,Austin-Bergstrom International,Albuquerque International
193,499,Austin-Bergstrom International,William B Hartsfield-Atlanta Intl
13,152,Austin-Bergstrom International,Nashville International
3,46,Austin-Bergstrom International,Gen Edw L Logan Intl
16,106,Austin-Bergstrom International,Baltimore-Washington International
2,41,Austin-Bergstrom International,Cleveland-Hopkins Intl
0,0,Austin-Bergstrom International,Charlotte/Douglas International
0,0,Austin-Bergstrom International,Port Columbus Intl
0,0,Austin-Bergstrom International,City of Colorado Springs Muni
147,263,Austin-Bergstrom International,Cincinnati Northern Kentucky Intl
135,817,Austin-Bergstrom International,Dallas Love 
20,343,Austin-Bergstrom International,Denver Intl
499,852,Austin-Bergstrom International,Dallas-Fort Worth International
0,0,Austin-Bergstrom International,Des Moines International
4,25,Austin-Bergstrom International,Detroit Metropolitan-Wayne County
15,267,Austin-Bergstrom International,El Paso International
20,65,Austin-Bergstrom International,Newark Intl
0,0,Austin-Bergstrom International,Walker 
145,516,Austin-Bergstrom International,William P Hobby
5,55,Austin-Bergstrom International,Valley International
1,94,Austin-Bergstrom International,Washington Dulles International
58,316,Austin-Bergstrom International,George Bush Intercontinental
0,0,Austin-Bergstrom International,Indianapolis International
14,114,Austin-Bergstrom International,John F Kennedy Intl
27,255,Austin-Bergstrom International,McCarran International
67,331,Austin-Bergstrom International,Los Angeles International
15,160,Austin-Bergstrom International,Lubbock International
13,102,Austin-Bergstrom International,Midland International
0,0,Austin-Bergstrom International,Kansas City International
9,91,Austin-Bergstrom International,Orlando International
2,4,Austin-Bergstrom International,Chicago Midway
7,27,Austin-Bergstrom International,Memphis International
0,0,Austin-Bergstrom International,McAllen Miller International
0,0,Austin-Bergstrom International,Miami International
12,160,Austin-Bergstrom International,Minneapolis-St Paul Intl
0,0,Austin-Bergstrom International,New Orleans International 
71,540,Austin-Bergstrom International,Chicago O'Hare International
0,0,Austin-Bergstrom International,Philadelphia Intl
33,524,Austin-Bergstrom International,Phoenix Sky Harbor International
0,0,Austin-Bergstrom International,Greater Peoria Regional
0,0,Austin-Bergstrom International,Pocatello Regional
0,0,Austin-Bergstrom International,Pittsburgh International
28,213,Austin-Bergstrom International,Raleigh-Durham International
0,0,Austin-Bergstrom International,Reno/Tahoe International
9,216,Austin-Bergstrom International,San Diego International-Lindbergh 
0,0,Austin-Bergstrom International,San Antonio International
0,0,Austin-Bergstrom International,South Bend Regional
0,0,Austin-Bergstrom International,Seattle-Tacoma Intl
5,40,Austin-Bergstrom International,San Francisco International
0,0,Austin-Bergstrom International,Shreveport Regional
41,250,Austin-Bergstrom International,San Jose International
26,150,Austin-Bergstrom International,Salt Lake City Intl
0,0,Austin-Bergstrom International,Capital
1,10,Austin-Bergstrom International,Lambert-St Louis International
10,212,Austin-Bergstrom International,Tampa International 
1,0,Asheville Regional,Bush 
273,535,Asheville Regional,William B Hartsfield-Atlanta Intl
0,0,Asheville Regional,Baltimore-Washington International
0,1,Asheville Regional,Charlotte/Douglas International
59,125,Asheville Regional,Cincinnati Northern Kentucky Intl
19,90,Asheville Regional,Newark Intl
13,46,Asheville Regional,George Bush Intercontinental
0,0,Asheville Regional,Blue Grass 
0,0,Asheville Regional,LaGuardia
0,0,Asheville Regional,Pittsburgh International
0,0,Asheville Regional,Tri-Cities Regional
0,0,Wilkes-Barre/Scranton Intl,Lehigh Valley International
0,0,Wilkes-Barre/Scranton Intl,Albany Cty
253,281,Wilkes-Barre/Scranton Intl,William B Hartsfield-Atlanta Intl
0,0,Wilkes-Barre/Scranton Intl,Kalamazoo County
1,0,Wilkes-Barre/Scranton Intl,Bradley International
1,0,Wilkes-Barre/Scranton Intl,Binghamton Regional
0,0,Wilkes-Barre/Scranton Intl,Baltimore-Washington International
0,0,Wilkes-Barre/Scranton Intl,Charlotte/Douglas International
68,216,Wilkes-Barre/Scranton Intl,Cincinnati Northern Kentucky Intl
0,0,Wilkes-Barre/Scranton Intl,Elmira/Corning Regional
1,0,Wilkes-Barre/Scranton Intl,John F Kennedy Intl
0,0,Wilkes-Barre/Scranton Intl,Capital City
2,0,Wilkes-Barre/Scranton Intl,LaGuardia
0,0,Wilkes-Barre/Scranton Intl,Harrisburg Intl
8,156,Wilkes-Barre/Scranton Intl,Chicago O'Hare International
6,22,Wilkes-Barre/Scranton Intl,Philadelphia Intl
0,0,Wilkes-Barre/Scranton Intl,Pittsburgh International
14,28,Kalamazoo County,William B Hartsfield-Atlanta Intl
120,205,Kalamazoo County,Cincinnati Northern Kentucky Intl
0,0,Kalamazoo County,James M Cox Dayton Intl
16,107,Kalamazoo County,Detroit Metropolitan-Wayne County
0,0,Kalamazoo County,Austin Straubel International
0,0,Kalamazoo County,Capital City
