Origin,Dest,rorg,rdes
ANI,ANC,0,0
ANI,KSM,0,0
APF,ATL,64,145
APF,MIA,0,0
APF,TPA,0,0
ASE,DEN,73,167
ASE,LAX,7,13
ASE,ORD,7,5
ASE,PHX,7,50
ASE,SFO,2,3
ASE,SLC,19,42
ATL,ABE,396,635
ATL,ABQ,71,540
ATL,ABY,253,499
ATL,ACY,30,43
ATL,AEX,261,419
ATL,AGS,635,1311
ATL,ALB,185,843
ATL,ANC,6,87
ATL,APF,139,244
ATL,ATW,228,546
ATL,AUS,276,984
ATL,AVL,499,1135
ATL,AVP,327,541
ATL,AZO,43,55
ATL,BDL,120,1106
ATL,BGM,12,78
ATL,BGR,3,58
ATL,BHM,187,1131
ATL,BMI,76,501
ATL,BNA,195,1187
ATL,BOI,8,64
ATL,BOS,173,2123
ATL,BPT,10,40
ATL,BQK,275,577
ATL,BQN,3,28
ATL,BTR,599,1155
ATL,BTV,57,139
ATL,BUF,473,1484
ATL,BUR,13,85
ATL,BWI,282,2744
ATL,BZN,0,5
ATL,CAE,575,1446
ATL,CAK,571,1369
ATL,CBM,0,0
ATL,CHA,453,910
ATL,CHO,214,402
ATL,CHS,211,1188
ATL,CID,28,41
ATL,CLE,372,1560
ATL,CLT,247,1638
ATL,CMH,115,867
ATL,CMI,18,33
ATL,COS,29,245
ATL,CRP,188,398
ATL,CRW,402,822
ATL,CSG,339,779
ATL,CVG,178,1359
ATL,DAB,291,1220
ATL,DAL,0,0
ATL,DAY,236,1678
ATL,DCA,364,2461
ATL,DEN,222,2469
ATL,DFW,790,3891
ATL,DHN,491,932
ATL,DSM,289,548
ATL,DTW,646,2361
ATL,EGE,4,41
ATL,ELP,40,271
ATL,ERI,5,27
ATL,EVV,339,650
ATL,EWR,206,2336
ATL,EYW,141,566
ATL,FAY,420,888
ATL,FLL,228,2795
ATL,FLO,182,370
ATL,FNT,308,1182
ATL,FSD,7,35
ATL,FWA,309,543
ATL,GNV,533,1184
ATL,GPT,524,1284
ATL,GRB,29,58
ATL,GRK,13,39
ATL,GRR,412,854
ATL,GSO,260,1185
ATL,GSP,276,1059
ATL,GTR,237,466
ATL,GUC,0,1
ATL,HDN,0,13
ATL,HKY,37,73
ATL,HNL,23,293
ATL,HOU,233,1525
ATL,HPN,231,578
ATL,HSV,364,1127
ATL,HTS,38,110
ATL,IAD,276,2265
ATL,IAH,326,2119
ATL,ICT,432,1173
ATL,ILG,23,66
ATL,ILM,418,916
ATL,IND,164,1385
ATL,ISO,99,232
ATL,ISP,227,496
ATL,JAC,2,11
ATL,JAN,325,1047
ATL,JAX,171,2044
ATL,JFK,378,1521
ATL,LAN,44,128
ATL,LAS,141,2244
ATL,LAX,192,2971
ATL,LEX,326,1050
ATL,LFT,238,469
ATL,LGA,313,3457
ATL,LGB,0,8
ATL,LIT,266,876
ATL,LWB,15,83
ATL,LYH,181,402
ATL,MCI,201,1613
ATL,MCN,399,698
ATL,MCO,209,3375
ATL,MDT,509,824
ATL,MDW,249,1826
ATL,MEI,292,431
ATL,MEM,275,2007
ATL,MFE,55,101
ATL,MGM,630,1226
ATL,MHT,208,685
ATL,MIA,403,2620
ATL,MKE,333,1469
ATL,MLB,274,871
ATL,MLI,120,577
ATL,MLU,390,667
ATL,MOB,338,1122
ATL,MSN,63,140
ATL,MSP,477,2458
ATL,MSY,217,1695
ATL,MTJ,0,0
ATL,MYR,516,1435
ATL,OAJ,1,7
ATL,OAK,58,402
ATL,OGG,1,13
ATL,OKC,158,593
ATL,OMA,344,885
ATL,ONT,58,529
ATL,ORD,417,2546
ATL,ORF,295,1322
ATL,PBI,161,1708
ATL,PDX,79,611
ATL,PFN,631,1525
ATL,PHF,456,1415
ATL,PHL,288,2696
ATL,PHX,129,1416
ATL,PIA,260,490
ATL,PIT,207,1876
ATL,PNS,230,1736
ATL,PSE,2,15
ATL,PSP,8,48
ATL,PVD,122,826
ATL,PWM,174,565
ATL,RDU,260,2126
ATL,RIC,212,1464
ATL,RNO,24,167
ATL,ROA,417,877
ATL,ROC,532,1286
ATL,RSW,171,1656
ATL,SAN,102,946
ATL,SAT,270,1278
ATL,SAV,219,1561
ATL,SBN,296,372
ATL,SDF,279,1289
ATL,SEA,89,1080
ATL,SFO,138,1655
ATL,SGF,86,172
ATL,SHV,469,1028
ATL,SJC,49,427
ATL,SJU,56,610
ATL,SLC,141,1575
ATL,SMF,73,486
ATL,SNA,56,615
ATL,SOP,6,21
ATL,SRQ,223,1100
ATL,STL,215,1045
ATL,STT,14,136
ATL,STX,3,40
ATL,SWF,0,0
ATL,SYR,212,760
ATL,TLH,267,1052
ATL,TOL,254,509
ATL,TPA,231,2718
ATL,TRI,379,807
ATL,TTN,1,3
ATL,TUL,246,779
ATL,TUP,106,146
ATL,TUS,46,374
ATL,TVC,2,14
ATL,TYS,328,1111
ATL,VLD,353,577
ATL,VPS,514,1405
ATL,XNA,358,868
ATW,ATL,151,260
ATW,CVG,156,273
ATW,CWA,0,0
ATW,DTW,0,0
ATW,GRB,0,0
ATW,GRR,0,0
ATW,LEX,0,0
ATW,MKE,0,0
ATW,MSP,0,0
ATW,ORD,16,119
AUS,ABQ,0,1
AUS,ATL,193,499
AUS,BNA,13,152
AUS,BOS,3,46
AUS,BWI,16,106
AUS,CLE,2,41
AUS,CLT,0,0
AUS,CMH,0,0
AUS,COS,0,0
AUS,CVG,147,263
AUS,DAL,135,817
AUS,DEN,20,343
AUS,DFW,499,852
AUS,DSM,0,0
AUS,DTW,4,25
AUS,ELP,15,267
AUS,EWR,20,65
AUS,GJT,0,0
AUS,HOU,145,516
AUS,HRL,5,55
AUS,IAD,1,94
AUS,IAH,58,316
AUS,IND,0,0
AUS,JFK,14,114
AUS,LAS,27,255
AUS,LAX,67,331
AUS,LBB,15,160
AUS,MAF,13,102
AUS,MCI,0,0
AUS,MCO,9,91
AUS,MDW,2,4
AUS,MEM,7,27
AUS,MFE,0,0
AUS,MIA,0,0
AUS,MSP,12,160
AUS,MSY,0,0
AUS,ORD,71,540
AUS,PHL,0,0
AUS,PHX,33,524
AUS,PIA,0,0
AUS,PIH,0,0
AUS,PIT,0,0
AUS,RDU,28,213
AUS,RNO,0,0
AUS,SAN,9,216
AUS,SAT,0,0
AUS,SBN,0,0
AUS,SEA,0,0
AUS,SFO,5,40
AUS,SHV,0,0
AUS,SJC,41,250
AUS,SLC,26,150
AUS,SPI,0,0
AUS,STL,1,10
AUS,TPA,10,212
AVL,AGS,1,0
AVL,ATL,273,535
AVL,BWI,0,0
AVL,CLT,0,1
AVL,CVG,59,125
AVL,EWR,19,90
AVL,IAH,13,46
AVL,LEX,0,0
AVL,LGA,0,0
AVL,PIT,0,0
AVL,TRI,0,0
AVP,ABE,0,0
AVP,ALB,0,0
AVP,ATL,253,281
AVP,AZO,0,0
AVP,BDL,1,0
AVP,BGM,1,0
AVP,BWI,0,0
AVP,CLT,0,0
AVP,CVG,68,216
AVP,ELM,0,0
AVP,JFK,1,0
AVP,LAN,0,0
AVP,LGA,2,0
AVP,MDT,0,0
AVP,ORD,8,156
AVP,PHL,6,22
AVP,PIT,0,0
AZO,ATL,14,28
AZO,CVG,120,205
AZO,DAY,0,0
AZO,DTW,16,107
AZO,GRB,0,0
AZO,LAN,0,0
AZO,MSP,4,21
AZO,ORD,39,284
AZO,PIT,0,0
AZO,SBN,0,0
BDL,ALB,0,0
BDL,ATL,92,479
BDL,BNA,4,69
BDL,BOS,0,1
BDL,BTV,0,0
BDL,BUF,0,0
BDL,BWI,148,914
BDL,CLE,17,121
BDL,CLT,63,520
BDL,CMH,15,13
BDL,CVG,24,165
BDL,DAY,0,0
BDL,DCA,28,196
BDL,DEN,0,0
BDL,DFW,145,207
BDL,DTW,52,267
BDL,EWR,11,95
BDL,FLL,34,171
BDL,HPN,0,0
BDL,IAD,33,177
BDL,IAH,2,30
BDL,ISP,0,0
BDL,JFK,0,0
BDL,LAS,9,152
BDL,LAX,10,33
BDL,LGA,0,0
BDL,MCO,59,364
BDL,MDW,64,183
BDL,MHT,0,1
BDL,MIA,22,42
BDL,MSP,41,178
BDL,ORD,112,632
BDL,PBI,25,76
BDL,PHL,113,544
BDL,PHX,9,104
BDL,PIT,12,55
BDL,PVD,0,0
BDL,PWM,0,0
BDL,RDU,50,256
BDL,ROC,0,0
BDL,RSW,24,110
BDL,SAT,0,0
BDL,SFO,0,0
BDL,SJU,30,95
BDL,SLC,5,8
BDL,STL,1,9
BDL,SWF,0,0
BDL,SYR,0,0
BDL,TPA,41,347
BET,ADQ,1,10
BET,ANC,19,541
BET,ANI,0,0
BET,KSM,0,0
BFF,RAP,1,0
BFI,DEN,0,0
BFL,BUR,0,0
BFL,CDC,0,0
BFL,DEN,0,0
BFL,DFW,0,0
BFL,FAT,1,4
BFL,IAH,20,143
BFL,LAS,3,20
BFL,LAX,32,348
BFL,LGB,0,0
BFL,MRY,0,0
BFL,ONT,0,0
BFL,PHX,7,62
BFL,PIH,0,0
BFL,PSP,0,0
BFL,SBA,0,1
BFL,SBP,0,1
BFL,SFO,8,175
BFL,SJC,0,0
BFL,SLC,6,70
BFL,SMF,0,0
BFL,SNA,0,0
BGM,ATL,6,45
BGM,BWI,0,0
BGM,CVG,77,150
BGM,ELM,0,0
BGM,IAD,12,21
BGM,ITH,0,0
BGM,PHL,0,0
BGM,PIT,0,0
BGR,ATL,7,44
BGR,BOS,199,812
BGR,BTV,0,0
BGR,CVG,114,300
BGR,EWR,11,81
BGR,LGA,27,171
BGR,MHT,0,0
BGR,ORD,0,0
BGR,PHL,0,0
BGR,PIT,0,0
BGR,PVD,0,0
BGR,PWM,0,1
BGR,SWF,0,0
BGR,SYR,0,0
BHM,ATL,128,557
BHM,AUS,0,0
BHM,BNA,13,121
BHM,BTR,0,0
BHM,BWI,47,260
BHM,CLE,1,8
BHM,CLT,3,27
BHM,COS,0,0
BHM,CVG,251,341
BHM,DCA,7,11
BHM,DEN,13,259
BHM,DFW,107,201
BHM,DTW,6,87
BHM,EWR,26,75
BHM,HOU,19,190
BHM,HSV,0,0
BHM,IAD,0,8
BHM,IAH,19,280
BHM,JAN,0,0
BHM,JAX,15,154
BHM,JFK,0,0
BHM,LAS,11,45
BHM,LEX,0,0
BHM,LGA,238,213
BHM,LIT,0,0
BHM,MCO,15,142
BHM,MDW,58,206
BHM,MEM,15,103
BHM,MGM,0,0
BHM,MOB,0,0
BHM,MSY,25,159
BHM,ORD,28,318
BHM,PHX,10,99
BHM,PIT,0,0
BHM,PNS,0,0
BHM,PUB,0,0
BHM,SAV,0,0
BHM,SDF,10,161
BHM,SHV,0,0
BHM,STL,1,45
BHM,TPA,13,141
BHM,VPS,0,0
BIL,BZN,1,1
BIL,COD,2,0
BIL,COS,0,0
BIL,CPR,0,0
BIL,CVG,0,23
BIL,DEN,28,271
BIL,FCA,0,0
BIL,GEG,0,0
BIL,GJT,0,0
BIL,GTF,0,0
BIL,HLN,3,11
BIL,IDA,0,0
BIL,JAC,3,5
BIL,LAS,0,0
BIL,MSO,0,0
BIL,MSP,23,171
BIL,ORD,0,1
BIL,PHX,0,0
BIL,RAP,0,0
BIL,SLC,71,456
BIL,TWF,0,0
BIS,COS,0,0
BIS,CPR,0,0
BIS,CYS,0,0
BIS,DEN,51,232
BIS,FAR,1,0
BIS,FSD,0,0
BIS,GJT,0,0
BIS,MOT,0,0
BIS,MSP,29,163
BIS,ORD,0,0
BIS,RAP,0,0
BIS,SLC,0,0
BLI,PIH,0,0
BLI,SAN,0,0
BLI,SEA,0,0
BLI,SLC,0,10
BMI,ATL,44,205
BMI,MCO,2,12
BMI,ORD,4,201
BMI,PIA,0,0
BNA,ATL,71,437
BNA,AUS,12,211
BNA,BDL,10,94
BNA,BHM,17,290
BNA,BOS,25,43
BNA,BTR,0,0
BNA,BWI,66,593
BNA,CAK,0,0
BNA,CHA,0,0
BNA,CLE,39,491
BNA,CLT,9,355
BNA,CMH,4,152
BNA,COS,0,0
BNA,CVG,308,581
BNA,DAY,0,0
BNA,DCA,7,134
BNA,DEN,11,338
BNA,DET,0,0
BNA,DFW,138,404
BNA,DSM,0,0
BNA,DTW,93,819
BNA,EVV,0,0
BNA,EWR,16,258
BNA,FLL,13,162
BNA,GSO,0,0
BNA,GSP,0,0
BNA,GUC,0,0
BNA,HOU,42,562
BNA,HSV,0,0
BNA,IAD,12,299
BNA,IAH,30,357
BNA,ICT,0,0
BNA,IND,0,0
BNA,ISP,10,116
BNA,JAN,0,0
BNA,JAX,16,459
BNA,JFK,55,184
BNA,LAS,21,236
BNA,LAX,22,379
BNA,LEX,0,0
BNA,LGA,40,263
BNA,LIT,0,0
BNA,MCI,20,447
BNA,MCO,60,520
BNA,MDW,112,794
BNA,MEM,26,145
BNA,MHT,13,133
BNA,MIA,11,235
BNA,MKE,0,0
BNA,MOB,0,0
BNA,MSP,25,324
BNA,MSY,15,325
BNA,OAK,3,110
BNA,OKC,0,0
BNA,OMA,0,0
BNA,ONT,9,94
BNA,ORD,52,776
BNA,ORF,0,3
BNA,PBI,0,6
BNA,PHL,9,112
BNA,PHX,25,290
BNA,PIT,0,30
BNA,PNS,0,0
BNA,PVD,11,116
BNA,RDU,19,602
BNA,RIC,0,0
BNA,RSW,0,0
BNA,SAN,10,112
BNA,SAT,5,104
BNA,SDF,0,0
BNA,SEA,4,87
BNA,SFO,0,0
BNA,SGF,0,0
BNA,SHV,0,0
BNA,SJU,0,0
BNA,SLC,0,11
BNA,SRQ,0,0
BNA,STL,3,7
BNA,TPA,11,468
BNA,TUL,0,0
BNA,TYS,0,0
BOI,ATL,3,46
BOI,BZN,1,0
BOI,CID,0,0
BOI,COS,0,0
BOI,DEN,34,395
BOI,DFW,0,0
BOI,FAT,0,0
BOI,GEG,8,111
BOI,GJT,0,0
BOI,IAH,6,94
BOI,IDA,0,0
BOI,LAS,11,136
BOI,LAX,4,25
BOI,MSP,14,179
BOI,OAK,4,90
BOI,OGD,0,0
BOI,ORD,12,105
BOI,PDX,8,229
BOI,PHX,3,129
BOI,PIH,0,0
BOI,PSC,0,0
BOI,RNO,14,123
BOI,SBA,0,0
BOI,SEA,18,482
BOI,SFO,22,414
BOI,SLC,90,563
BOI,SMF,0,0
BOI,SUN,0,0
BOI,TWF,0,0
BOS,ACY,0,9
BOS,ALB,0,0
BOS,ATL,228,999
BOS,AUS,0,17
BOS,BDL,0,0
BOS,BGR,461,1443
BOS,BNA,32,74
BOS,BTV,118,236
BOS,BUF,8,64
BOS,BWI,371,1407
BOS,CAE,0,0
BOS,CAK,2,39
BOS,CHS,7,51
BOS,CLE,6,132
BOS,CLT,232,895
BOS,CMH,137,585
BOS,CVG,143,495
BOS,DAY,3,19
BOS,DCA,1069,2237
BOS,DEN,82,505
BOS,DFW,417,788
BOS,DTW,350,780
BOS,EWR,127,1004
BOS,FLL,128,845
BOS,GGG,0,0
BOS,GSO,145,194
BOS,HPN,0,0
BOS,IAD,124,1034
BOS,IAH,21,420
BOS,IND,0,0
BOS,ISP,35,206
BOS,JAX,95,169
BOS,JFK,751,2842
BOS,LAS,49,526
BOS,LAX,170,898
BOS,LGA,719,1679
BOS,LGB,8,133
BOS,MCI,0,0
BOS,MCO,136,872
BOS,MDT,0,0
BOS,MDW,7,163
BOS,MEM,15,22
BOS,MIA,230,859
BOS,MKE,20,14
BOS,MSP,148,503
BOS,MSY,17,20
BOS,MYR,9,25
BOS,OAK,10,143
BOS,OMA,0,0
BOS,ONT,0,0
BOS,ORD,371,1239
BOS,ORF,144,508
BOS,PBI,86,396
BOS,PDX,0,0
BOS,PHF,4,57
BOS,PHL,953,1833
BOS,PHX,14,281
BOS,PIT,130,410
BOS,PVD,0,0
BOS,PWM,179,232
BOS,RDU,553,1993
BOS,RIC,51,273
BOS,ROC,0,7
BOS,RSW,50,316
BOS,SAN,36,121
BOS,SAV,5,39
BOS,SEA,52,367
BOS,SFO,116,717
BOS,SJC,19,111
BOS,SJU,102,367
BOS,SLC,42,166
BOS,SRQ,1,9
BOS,STL,100,397
BOS,STT,21,20
BOS,SWF,0,0
BOS,SYR,0,0
BOS,TPA,56,511
BOS,TTN,1,5
BPT,ATL,6,9
BPT,DFW,26,36
BPT,IAH,52,133
BQK,ATL,170,276
BQN,EWR,2,136
BQN,JFK,4,25
BQN,MCO,0,7
BQN,MIA,0,0
BRO,IAH,25,181
BRW,ANC,0,0
BRW,FAI,20,344
BRW,SCC,5,8
BTM,BZN,0,0
BTM,GJT,0,0
BTM,HLN,0,0
BTM,IDA,0,0
BTM,MSO,1,0
BTM,PIH,0,0
BTM,SLC,42,159
BTR,AEX,0,0
BTR,ATL,161,886
BTR,AUS,0,1
BTR,BHM,0,0
BTR,BNA,0,0
BTR,CRP,0,0
BTR,CSG,1,1
BTR,CVG,18,162
BTR,DCA,11,38
BTR,DFW,277,729
BTR,EWR,2,36
BTR,HOU,0,0
BTR,IAH,99,390
BTR,JAN,0,0
BTR,LFT,0,0
BTR,LGA,16,13
BTR,MEM,17,65
BTR,MOB,0,0
BTR,MSY,0,0
BTR,ORD,23,72
BTR,PNS,0,0
BTR,SHV,0,0
BTV,ALB,0,0
BTV,ATL,39,144
BTV,AZO,0,0
BTV,BDL,0,0
BTV,BGR,0,0
BTV,BOS,82,167
BTV,BWI,0,0
BTV,CLE,8,116
BTV,CMH,0,0
BTV,COS,0,0
BTV,CVG,92,194
BTV,DCA,2,51
BTV,DTW,1,27
BTV,EWR,25,231
BTV,FWA,0,0
BTV,HPN,0,2
BTV,IAD,16,161
BTV,JFK,52,317
BTV,LGA,0,2
BTV,MHT,0,0
BTV,ORD,14,358
BTV,PHL,11,197
BTV,PIT,0,0
BTV,PWM,0,0
BTV,SBN,0,0
BTV,SYR,0,0
BUF,ALB,0,0
BUF,ATL,326,736
BUF,BDL,0,0
BUF,BOS,5,30
BUF,BWI,81,477
BUF,CLE,30,166
BUF,CLT,84,385
BUF,CVG,173,297
BUF,DCA,36,144
BUF,DEN,0,0
BUF,DFW,8,85
BUF,DTW,78,313
BUF,EWR,47,134
BUF,IAD,29,150
BUF,ISP,0,0
BUF,JFK,161,1034
BUF,LAS,12,79
BUF,LGA,8,38
BUF,MCO,8,112
BUF,MDW,21,111
BUF,MIA,0,0
BUF,MSP,30,121
BUF,ORD,71,699
BUF,PHL,67,277
BUF,PHX,6,119
BUF,PIT,4,33
BUF,RDU,0,0
BUF,ROC,0,0
BUF,SWF,0,0
BUF,SYR,0,0
BUF,TPA,7,113
BUR,ATL,4,47
BUR,BFL,0,0
BUR,CDC,0,0
BUR,COS,0,0
BUR,DEN,39,228
BUR,DFW,138,268
BUR,FAT,0,0
BUR,GJT,0,0
BUR,JFK,17,156
BUR,LAS,258,713
BUR,LAX,0,0
BUR,LGB,0,0
BUR,MCO,0,6
BUR,MDW,0,0
BUR,MRY,0,0
BUR,OAK,145,741
BUR,ONT,0,0
BUR,ORD,0,0
BUR,PDX,5,84
BUR,PHX,156,600
BUR,RNO,0,0
BUR,SAN,0,0
BUR,SBA,0,0
BUR,SEA,76,559
BUR,SFO,25,487
BUR,SJC,83,448
BUR,SLC,19,102
BUR,SMF,106,503
BUR,SNA,0,0
BUR,STL,0,0
BUR,TWF,0,0
BWI,ABE,0,0
BWI,ABQ,13,169
BWI,ALB,97,1160
BWI,ATL,145,1423
BWI,AUS,19,279
BWI,AVL,0,0
BWI,AVP,0,0
BWI,BDL,126,1505
BWI,BGM,0,0
BWI,BHM,44,529
BWI,BNA,96,1044
BWI,BOS,191,873
BWI,BTV,0,0
BWI,BUF,116,1117
BWI,CAE,0,0
BWI,CHO,0,0
BWI,CHS,0,0
BWI,CLE,125,933
BWI,CLT,29,953
BWI,CMH,58,688
BWI,COS,0,0
BWI,CVG,150,354
BWI,DAB,0,0
BWI,DAY,3,122
BWI,DCA,4,0
BWI,DEN,62,498
BWI,DFW,228,561
BWI,DTW,113,575
BWI,EWR,36,234
BWI,FAY,0,0
BWI,FLL,75,816
BWI,GSO,0,0
BWI,GSP,0,0
BWI,HOU,59,610
BWI,IAD,0,0
BWI,IAH,23,261
BWI,ILM,0,0
BWI,IND,40,361
BWI,ISO,0,0
BWI,ISP,139,1098
BWI,JAN,23,235
BWI,JAX,23,489
BWI,JFK,90,187
BWI,LAS,49,555
BWI,LAX,61,435
BWI,LEX,0,0
BWI,LGA,0,0
BWI,LIT,5,89
BWI,LYH,0,0
BWI,MCI,42,420
BWI,MCO,118,1457
BWI,MDT,0,0
BWI,MDW,203,1193
BWI,MEM,22,173
BWI,MHT,190,1760
BWI,MIA,53,209
BWI,MKE,3,26
BWI,MLB,0,0
BWI,MSP,58,481
BWI,MSY,20,112
BWI,MYR,0,0
BWI,OAJ,0,0
BWI,OAK,0,9
BWI,OKC,0,0
BWI,ORD,103,488
BWI,ORF,73,1114
BWI,ORH,0,0
BWI,PBI,45,524
BWI,PHL,7,198
BWI,PHX,82,1013
BWI,PIT,4,97
BWI,PVD,188,1779
BWI,RDU,87,1039
BWI,RIC,0,0
BWI,ROA,0,0
BWI,ROC,3,168
BWI,RSW,8,194
BWI,SAN,32,240
BWI,SAT,19,267
BWI,SDF,64,720
BWI,SEA,0,2
BWI,SFO,11,95
BWI,SJC,14,45
BWI,SJU,7,82
BWI,SLC,13,226
BWI,SRQ,0,27
BWI,STL,55,512
BWI,SWF,0,0
BWI,SYR,0,0
BWI,TPA,69,931
BWI,UCA,0,0
BZN,ATL,0,6
BZN,BIL,1,1
BZN,BTM,1,1
BZN,COS,0,0
BZN,DEN,71,441
BZN,DTW,1,21
BZN,GJT,0,0
BZN,GTF,0,0
BZN,IDA,0,0
BZN,MSO,0,0
BZN,MSP,42,244
BZN,ORD,2,29
BZN,PIH,0,0
BZN,RFD,0,0
BZN,SLC,82,350
BZN,TWF,0,0
CAE,AEX,0,0
CAE,AGS,1,0
CAE,ATL,208,767
CAE,AUS,0,1
CAE,BOS,0,0
CAE,BTR,0,0
CAE,BWI,0,0
CAE,CHS,0,0
CAE,CLT,4,29
CAE,CMH,0,0
CAE,CRP,0,0
CAE,CVG,213,506
CAE,DAB,0,0
CAE,DCA,1,11
CAE,DFW,32,147
CAE,EWR,26,105
CAE,FLL,0,0
CAE,GSO,0,0
CAE,GSP,0,0
CAE,HOU,0,0
CAE,IAD,25,350
CAE,IAH,25,147
CAE,JAX,0,0
CAE,JFK,0,0
